company,job_title,location,salary,company_size,company_founded,company_type,company_industry,company_sector,company_revenue,job_description
Sirius People3.7 ★,Data Analyst - BI,Sydney,$0,1 to 50 Employees,2003,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,"BI Data Developer – Initial 6 Month Contract – $750 - $850 per day!  Sirius Technology is working with a top 4 Australian bank and they are looking for a BI Data Developer to join one of their main divisions. Working with exciting technologies and challenging data problems, you will be responsible for working with stakeholders to provide business insights through the process of their business intelligence and data analysis.  The role will require the successful candidate to gather requirements, source and explore data, cleanse, produce data modelling, taking information from multiple sources to produce reports and producing and explaining visualisations.  To be considered for this position, you must have certain skills such as:  Proficiency in SQL and MSBI (SSIS, SSAS, SSRS) Strong experience with Power BI including DAX and Power Query Experience in Data Modelling and Data Warehousing Proactive with excellent communication skills Ability to translate technical requirements to non-technical stakeholders  If you have any of the following skills and experience, this will be highly desirable:  An understanding of Data Architecture and its implications Experience within financial services/bank industries  If you feel you meet the criteria to be successful in this role then please apply!Show moreReport"
L'Oreal3.5 ★,Management Trainee Program - Data & Analytics Stream (2024),Melbourne,"$102,201",10000+ Employees,1909,Company - Public,Consumer Product Manufacturing,Manufacturing,$2 to $5 billion (USD),"ANZ Management Trainee Program – Data & Analytics Stream (2024) Are you ready to join an inclusive, innovative and inspiring people-driven company? ABOUT OUR PROGRAM? Our Management Trainee Program has been uniquely designed to build your business and leadership expertise, enriched with experiences and exposure to set you up for a successful career in L’Oréal. FEATURES: 2-3 Rotations (lasting 6months each) in your chosen stream across our 5 divisions (Consumer Products, Luxury Brands, Dermatological Beauty, Professional Salon Products and Corporate) Dedicated 1on1 Mentoring from our top talent management Buddy Program with past Management Trainees Personal monthly catchups with our CEO & Senior Management Team Monthly moments with HR & Subject Matter Experts Be part of the international Management Trainee Cohort Permanent Contract with guaranteed role after completion Hands on experience in stores and conducting consumer research Supportive induction and dedicated 1 week onboarding to set you up for success Customised learning and development throughout the year – mix of soft and technical skill training to enhance your growth in the program Access to bespoke e-learning modules to upskill yourself at your own direction Be part of a vibrant cohort and enjoy social moments through the year PERKS: Contract benefits: Product Allowance to use across the company Access to discounted products through our on-site staff shop Leave benefits - extra 5 days of leave per year and 2 days of volunteering leave Profit Share Bonus Life insurance and Income Protection Company benefits: Summer hours (Shorter Friday hours during summer) Invitation to L’Oréal and Divisional Signature Events On-site café with city and river views On-site gym which you can access for free Access to Health & Well-being programs throughout the year International career opportunities Hybrid working model – 60:40 Split Office vs. Home ABOUT THE DATA & ANALYTICS STREAM? Gain experience in roles like corporate strategy & analytics, consumer insights and category business development. Tracking trends, perform exploratory data analyses and investigate areas of nuances, identify and design key business, product, and technical metrics of interest Ensure accuracy and quality of data through data acquisition and standardisation End-to-end exposure to the processes behind sophisticated data modelling and analysis across a diverse range of business use cases Research market and consumer insights to uncover shopper behaviour Present relevant data, insights, and actions to key internal stakeholders Collaborate with internal teams on devising effective strategies for project roll out Our data & analytics trainees gain exposure to cutting-edge technologies and methodologies. This is an exceptional opportunity to learn from our growing data and analytics community, develop your skills, and establish a strong foundation in data and analytics. ABOUT YOU? We are looking for passionate, entrepreneurial and innovative graduates to help us create the future of Beauty. You will forge your own career path, going beyond what you thought was possible by reacting fast and being able to hit the ground running. You will need to have leadership skills and be able to take direction as well. All background and disciplines are welcome. You might be sporty, you might not. You can be an introvert or an extrovert. A beauty junkie, a data genius, or a crazy scientist. The point is, whoever you are, we want to hear from you. Our teams are always there to help, celebrate and cheer one another! That’s what makes the glue of L’Oréal: the people. And that is something we’re proud of! Freedom to go beyond: Some of our previous graduates are now launching new brands, others are spearheading process improvement projects and then there are those who are now high-flying professionals working across the world! One thing they all have in common is the profound impact made on our company. Because of this, we take great pride in our Management Trainees and as such, invest heavily in their training, support, and development. NEXT STEPS Applications close at 11:59 pm AEST Friday 17th of November 2023 Shortlisting will be done in mid November Shortlisted candidates will be invited for a video interview and cognitive assessment Those selected, will be invited to the L'Oréal Head Office for a 1:1 interview Offers will be made by end of November If you want to join the world’s largest beauty company and join us in creating beauty that moves the world then apply now! ABOUT L'OREAL AUSTRALIA & NEW ZEALAND L'Oréal Australia & New Zealand is a supporter of reducing barriers that exist due to traditional working practices and therefore flexible work arrangements will be considered for this role. We are committed to achieving a diverse workforce and encourage applications from people with disability, Aboriginal and Torres Strait Islander peoples and people from culturally diverse backgrounds. We are an Employer of Choice for Gender Equality (WGEA) and a Family Friendly Workplace (Parents At Work & UNICEF). We hold a Reflect Reconciliation Action Plan and we acknowledge the Traditional Custodians of the lands on which we work and pay our respects to their Elders past and present. You can apply to up to three jobs within a rolling 30-day window. You cannot withdraw your application once you applied, so please make sure to choose a job that matches your dreams. Please visit ""Your Application Space"" to see the jobs you have already applied to. Please don’t create another account with a different email. If you do so, your account might be merged and your application record will be deleted.Show moreReport"
IPA Personnel Services4.5 ★,DATA ANALYST – BUSINESS TECHNOLOGY,Melbourne,$107.50,5001 to 10000 Employees,--,Company - Private,HR Consulting,Human Resources & Staffing,$100 to $500 million (USD),"DATA ANALYST – BUSINESS TECHNOLOGY  THIS IS A 12 MONTH CONTRACT ROLE LOCATED IN MELBOURNE   WHAT YOU WILL LOVE  Great company culture Opportunity for possible permanent role Pay rate $108 per hour + Super Hybrid opportunity   ESSENTIAL  Min 5yrs experience in a similar role Min 3 years’ experience in Pharmaceutical industry Able to analyse and interpret data Support decision making Excellent communication skills to tell the story Attention to detail Good financial and business acumen Tableau experience ideally or Power BI   DUTIES  Provide data insights and representation of marketing ROI Market and forecast modelling Communicate data findings to marketing team ROI analysis Customer segmentation Create reports to direct business growth through dashboards Coordinate with stakeholders , working with BI tolls and spreadsheets Should you require any further information please call Dion 08 9463 1999 Posted 23 days ago Work type Contract Classification Information & Communication Technology Salary/Pay $107 to $108 Reference number 210072126_169801769410505Show moreReport"
ING4.1 ★,Data Analyst,Sydney,"$120,074",10000+ Employees,1900,Company - Public,Investment & Asset Management,Finance,$5 to $25 million (USD),"ING, Australia’s most recommended bank is on the hunt for an experienced ""Data Analysts"" to join our high performing Customer Insights team. You’ll be responsible for producing comprehensive deep-dive analyses, and delivering these actionable insights to key stakeholders using impactful visualisation and presentation techniques. Our ideal candidate will be passionate about data, and its ability to strengthen narrative. This love of data and an understanding of how customers tick are essential in this role. You’ll be instrumental across all stages of analysis, including, but not limited to, planning, forecasting, behavioural investigation, research integration, and across all stages of the customer lifecycle and value management. You’ll be an integral part of our Customer Insights team, which is the CoE for the analytics function, for our retail bank. The CI team is also a strategic partner for the business, equipping our stakeholders with data and insights to help identify, assess and quantify opportunities and outcomes, drive decisions, as well as to understand their impacts. What You’ll Do Integrating internal and external data sources to maximise the insights derived (examples of external data sources include quantitative research; government data sources such as APRA, RBA; external data agencies such as Nielsen; ABS/population). Working with key stakeholders across the business to understand and clarify their business problems and propose investigative approaches to support decision-making. Developing analytics to understand behaviours including customer behaviour, channel use, customer segments, product value, social media and lifetime value and presenting these insights and recommended actions in an engaging way. Managing data discovery and manipulation, working and transforming customer / business data to improve usability and assess the quality and viability of the intended research. What we’re looking for Demonstrated experience as Data analyst with hands-on in SQL, PowerBI and reporting. Advanced working knowledge of MS SQL / Teradata, SAS (Enterprise Guide and SAS Macros) and Excel. Experience with Python, the Google Cloud Platform environment and R are desirable, but not essential. Highly analytical, problem solving, lateral thinking and interpretive skills About Us  At ING, we want to make life simpler and more worthwhile – for everyone who banks with us, for the people who work with us, and the community at large, too.  When you come to work at ING, you’re joining a modern and progressive team where individuality isn’t just accepted, it’s encouraged. You’ll be surrounded by people who are friendly, inclusive and respectful, who want you to reach your potential. It’s one of the many reasons we’re proud to be an Employer of Choice for Gender Equality.  We give people the freedom to take risks, stay curious and think differently, and seek new and better ways to make things happen. We’re here to help you get ahead. And with our global network, there’s plenty of scope to take your career in new directions, perhaps even ones you’ve never considered. People of all ages, sexual orientations, cultures and backgrounds are welcome to apply – likewise if you’re an indigenous Australian, or you’re living with a disability, or you have family or caring responsibilities.  Sound like the kind of place you’d feel at home? We’d love to hear from you.  (One last thing, ING operates a direct talent sourcing model. So no agency introductions, please.)Show moreReport"
BRITISH AMERICAN TOBACCO AUSTRALIA LIMITED4.0 ★,Commercial Analyst,Sydney,"$70,000",201 to 500 Employees,1902,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),"The purpose of this role is to assist the team in the analysis and interpretation of data to drive insights and provide foresights and recommendations on the team's strategy and plays. It is to also drive the growth of share, revenue and volume within the channel and to provide analysis to assist the achievement of specific commercial targets.Key Accountabilities1. Quarterly Business Planning and deliverya. Demand Forecasting (SoH, promotions, phasing, NPI)b. Run rate build & modellingc. Range Review assistanced. Data analysis to highlight Risk and Opportunitye. Ad-hoc reporting in line with NBM need2. Pricing & Discounting Managementa. ROI on investment evaluationb. Promotional loading supportc. Excise data analysis/reviewsd. Promotional record keeping in Anaplan3. Trade Terms Managementa. Assist in the process/co-ordinate roleb. Build of key templates in line with Account team directionc. Data analysis to ideate opportunitiesd. Account team support function throughout process4. P&L Management (total customer investment)a. Highlight and provide account specific financials highlighting risks and opportunities - insight delivery5. Retail Value Creationa. JBP & Account Plan support and assistanceb. Data mining to highlight trends/opportunities and ideasc. Volume & Share analysisd. Basic knowledge of customer strategy to assists with planning6. Insight, Opportunity & Competitive Advantage Generationa. Highlight risk and opportunities to deliver mitigation and/or competitive advantage.b. Highlight key Competitor activity with supporting datac. Identify and communicate data-led insightsCritical Knowledge, Skills and Experience:· At least 1-3 years’ experience in a Trade Analyst, Business Analyst or Data analyst role· Tertiary qualification in Business, Finance, Commerce or equivalent· Strong analytical ability to proactively identify trends, issues and opportunities and translate these into insightful & compelling commercial stories and recommendations· Ability to effectively plan, organise and prioritise· Strong Excel, SAP BI, Power BI and PowerPoint skills· Anaplan, Salesforce & Aztec knowledge is encouraged· Strong verbal and written communication skills in addition to presentation skills· Ability to build and leverage working relationships with internal stakeholders· Ability to work both independently as well as within groupsAbility to manage reporting timelines effectively & efficientlyJob Type: Full-timeSalary: From $70,000.00 per yearSchedule:8 hour shiftWork Location: In personShow moreReport"
Borealis,Business Analyst,Remote,"$60,000",,,,,,,"***100% remote position***The candidates must include a motivation letter.About usWith over 15 years of expertise under our belt, we have maintained our start-up mentality while becoming the leader in stakeholder engagement software. On a daily basis, this is reflected in our management style, which is more horizontal than hierarchical.We are currently looking for a Business Analyst that will work closely with our Projects Director and the Account Directors. (S)He is responsible for the implementation of Borealis software for our clients.We are looking for people who:Find creative problem-solving fulfilling and challengingAre self-motivated and eager to learnThrive in a dynamic & collaborative environment and are comfortable with ambiguityHave a clear, professional and informative communication style.Are Interested in building technical skills and learning about SAAS, KPI’s and more.Is creative, organised and that isn't scared to take some lead!ResponsibilitiesManage Borealis implementation projects:Assess and understand clients’ business objectives;Identify and collect customer requirements, map their business processesIdentify the best solutions to integrate their business processes into the Boréalis softwareOrganize and conduct meetings and work sessions with clients: produce agendas, dispatch activities and monitor their progress, customize project documentationFormalize project information in the various onboarding documentsConfigure the software in accordance with the identified requirementsIn case of imports, manipulate and organize data, prepare importsMaintain project statuses, to reflect implementation status at all times, and keep managers and clients informedIdentify risks and issues around projects, implement mitigation solutions.Identify and integrate innovative, solution-oriented approaches to:Suggest sound workarounds tailored to client contexts to meet service levels agreed upon with clients;Maintain implementation projects progress on budget and on time.Develop and maintain a relationship of trust between customers and Boréalis;Engage with clients on topics that will help Boréalis ""grow its roots"";Develop an in-depth understanding of Borealis over time;Help develop and maintain a continuous improvement approach to everyday issues.QualificationsDiploma in IT, Communication, Management or AdministrationExperience of at least 3 years in a relevant areaGood understanding of corporate social responsibility challenges is a plusExperience in Project and/or Account management, if possible with large corporations.International experience or Mining / Oil/Gas experience or SAAS experience will be considered as an asset.Fluent in English. A second language is a plus.Very good communication skills, client-oriented profileAdaptable: available to work atypical working hours, ready to work with foreign languages teams.Terms of employment100% remote position37.5 hour week, Monday to Friday Flexible scheduleBe part of a dynamic and international teamJob Types: Permanent, Full-timeSalary: From $60,000.00 per yearBenefits:Work from homeSchedule:8 hour shiftDay shiftMonday to FridayNo weekendsSupplemental pay types:BonusExperience:Business analyst: 5 years (Preferred)Work Authorisation:Australia (Required)Work Location: RemoteShow moreReport"
Sirius People3.7 ★,Data Analyst,Melbourne,"$102,225",1 to 50 Employees,2003,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,"Our Medical client is a leading player in the healthcare industry, dedicated to improving patient outcomes through innovative medical solutions. With a strong commitment to research and development, they’re constantly pushing the boundaries of medical technology.  Your Benefits:  12 month day rate contract Melbourne Hybrid  Your Role: We are seeking an experienced Contract Data Analyst to join a dynamic team in Melbourne. As a key member of the Speciality business unit and commercial marketing team, you will play a pivotal role in driving data-driven decision-making and providing valuable insights to support our market strategies.  Your Responsibilities:  Partner with the marketing and brand teams to gather and analyse market data, competitor insights, and product usage rates across various business units Collaborate with brand managers to develop robust market and forecast models. Conduct ROI analysis, examining sales and market data to offer actionable feedback. Explore customer segmentation, identifying target markets and optimal collaboration opportunities. Be responsible for brand forecasting modelling and long range plans Translate complex data and insights into clear, compelling reports and dashboards for business unit stakeholders. Work closely with cross-functional teams, leveraging BI tools and spreadsheets to extract and analyse data.  You will need: Relevant Industry experience or Bachelor Degree in IT/Maths/Stats or similar Proven experience in a Data Analytics role where you have been responsible for providing insights to a Sales team Proficient in data analysis and interpretation. Ability to clean and prepare your own data Excellent communication skills to effectively convey the story behind the data. Proficient SQL Strong financial and business acumen. Experience with Tableau (or ideally Power BI).   This is a contract role based in Melbourne, VIC, providing an exciting opportunity to make a significant impact on the success of client. If you're a results-oriented Data Analyst with a passion for the Medical sector, we'd love to hear from you.   APPLY NOW:  Interested candidates are invited to submit their resume via this advertisement. No need for a cover letter.  We thank you in advance for your application. We will be reviewing CV’s as they come in.Show moreReport"
Sirius People3.7 ★,Data Analyst - Visualisation,Sydney,$0,1 to 50 Employees,2003,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,"Data Visualisation Analyst – 6 – 12 month contract – $850-$950 per day!  Sirius Technology is working with a top 4 Australian bank and is looking for a Data Visualisation Analyst to join their technology division. The Data Visualisation Analyst will be responsible for collaborating with key stakeholders to deliver business insights. This will involve the whole data analysis lifecycle, from gathering requirements, business analysis, sourcing and exploring data, data cleansing, data modelling, and reporting and visualisation.  Skills necessary to be considered are as follows:  Strong SQL experience Proficiency in Power BI (including dataflows, Power Query M and DAX) and Capacity visualisation Data Design/UX experience Hands on experience developing & modifying Alteryx workflows and troubleshooting performance issues The ability to engage and communicate effectively with senior stakeholders   If you feel you meet the criteria to be successful in this role then please apply!Show moreReport"
Victoria Legal Aid4.5 ★,Finance Data Analyst,Melbourne,"$110,161",51 to 200 Employees,--,Government,Business Consulting,Management & Consulting,$100 to $500 million (USD),"Finance Data Analyst  Opportunity for a Finance Data Analyst to use their evaluation and analytical skills to better achieve business focused solutions at Victoria Legal Aid.     Work type: Fixed term - full time  Job function: Accounting  Classification: VLA4 - V4AO6C  Work location: Melbourne - CBD  Reference: VG/2691  Closing date: 14-Nov-2023  Salary range: $97,922 - $122,400  Job duration: up to October 2025  File attachment: Candidate application form- Finance Data Analyst.docx (Word, 227KB)  Finance Data Analyst PD.docx (Word, 232KB)   PD preview: Preview unavailable for this role  Contact: Simon Ho, Manager, Finance and Service Performance  (03) 9269 0631   Position details Full time up to October 2025 position available Salary based on experience, range: $97,922 – $122,400 plus super Up to $15,900 in salary packaging and hybrid WFH/office model  About the role: The Finance Analyst will be involved in evaluation and analysis of data from multiple sources to inform funding submissions, acquittals, and other external reporting requirements. Delivery of data insights and reports including financial and economic analysis and to undertake benefits realisation analysis and improves data and information capture and sharing and quality management of this data.  In this role you will lead the enhancement and maintenance of Victoria Legal Aid Legal Assistance Demand Funding Model (LADFM). You will work closely with Finance Business Partners and Evidence Unit and internal stakeholders to perform this role.  About you: As our ideal candidate, you will possess:  Excellent analytical skills to interpret complex data from numerous sources in a presentable manner. Ability to focus on detail and identify gaps in information by looking for logical sequences of information highlighting practical considerations. Strong stakeholder skills in negotiating and persuading members across the organisation. Exceptional organisation skills to actively collaboratively with a high performing team to meet tight deadlines. Project management abilities to plan and implement changes by researching and developing recommendations to achieve business focused solutions.  Don't meet every requirement? At VLA, we understand that your work and life experiences can be just as valuable. If you're excited about this role but your CV doesn't align perfectly with our job description, we encourage you to apply anyway. You may be just the right candidate for this or one of our many other opportunities.  About Victoria Legal Aid: We provide legal representation to those who need it most. With over 1000 staff employed in 15 offices across Victoria, we help people with their legal problems by providing information, advice and education with a focus on the prevention and early resolution of legal problems.  Our clients come from all walks of life and so do we. We hire great people from a wide variety of backgrounds and foster a work culture that's inclusive as well as diverse. Your unique ideas and perspectives are valued so that we best represent the people we serve.  Employee benefits:  Family friendly, flexible hybrid work from home & office model Training and professional development opportunities Supportive team environment in modern offices Salary packaging which allows up to $15,900 of your salary each year to be tax free  How to apply: To be considered for this role, please submit a current resume and completed candidate application form (listed within the file attachments).  If you require adjustment to the recruitment and selection process or need an alternative format to any of the application material, please don't hesitate to get in touch with our team  For further information review the attached position description or contact Simon Ho, Manager, Finance and Service Performance on (03) 9269 0631.  No agency applications will be accepted.  Applications close by 11.59pm on Tuesday 14 November 2023  Other relevant information: It is a requirement that staff attend for office-based days at their primary work location. In line with this requirement, interstate applications will be considered only where the candidate is able and willing to relocate to Victoria, unless part of a border community.  VLA is committed to putting the safety and wellbeing of children first.Show moreReport"
Sony Music Entertainment Australia4.1 ★,"Analyst, Data & Insights",Sydney,"$85,043",5001 to 10000 Employees,1986,Subsidiary or Business Segment,Broadcast Media,Media & Communication,$2 to $5 billion (USD),"As the Senior Analyst, Data & Insights, you will be an integral part of the Commercial function and utilise data to support strategic decision making across multiple divisions across the label.  You will report to the Senior Director, Streaming Strategy & Commercial Partnerships and serve as the primary data expert responsible for evaluating track, album and artist performance, informing release strategies, assessing the performance of sales and digital marketing campaigns, drawing insights from market, competitor, partner and consumer research, identifying and validating new commercial opportunities for the label, developing new reports, dashboards and methodologies, and delivering the data needs of the label. This is a unique opportunity to be part of a growing data journey at one of the most storied major labels that represents some of the most important artists today.   What you'll do: Serve as a thought leader evolving the way data is utilised to make strategic decisions across the label. Evaluate the performance of releases by digging into detailed consumption and audience data to inform decision making for future releases. Utilise internal and external business intelligence and data analytics tools to create new reports, dashboards, analysis and methods for evaluating releases, understanding artist audiences and uncovering actionable insights. Present data stories and actionable insights in compelling, digestible formats to internal and external stakeholders with varying levels of data literacy. Support and educate the team on utilising self-serve analytics resources for streaming, audience and market data to allow them to create data-led, long term strategies and make real time decisions. Perform deep dive research to understand the latest trends across the music industry, competitors, digital streaming partners, social media platforms, and consumer behaviour to inform decision making, raise the overall data knowledge at the label and stay ahead of the competition. Lead efforts to collect valuable external data points through public API's and web scraping as needed to supplement existing internal data. Collaborate with multiple business divisions to identify, quantify, validate and measure areas of commercial growth. Serve as the primary data expert for the label, understanding data sources and systems to ensure data integrity and report accuracy, working with technology teams to resolve technical data issues and implement enhancements to data systems, and championing data education across the label.  Who you are: 5+ years' experience working with data within the music, entertainment and consumer brands industry. Expertise working with relational databases and writing complex SQL. Experience with Alteryx, Python, JavaScript or other analytical programming languages. Advanced knowledge of data visualisation tools such as Tableau, Power BI, Data Studio. Advanced knowledge of Excel, Powerpoint, Keynote. Strong analytical and quantitative skills – ability to identify trends in large datasets, display creativity in problem-solving, and generate new ideas. Strong ability to communicate insights to label executives and key stakeholders – orally, in writing, and in presentations. A collaborative and communicative person who possesses a ""customer service"" mentality to ensure the needs of labels and senior management are met in a timely and satisfactory manner. Be proactive, self-motivated with a desire to self-educate and push-boundaries in how data can be utilised. A knowledge of how the music industry operates and it's constantly evolving landscape. Passion for music and desire to build a career in the industry.  What we give you: You join an inclusive, collaborative and global community where you have the opportunity to fuel the creative journey and make a difference Great, fun and energetic office, fueled with collaboration, teamwork, passion and energy Flexible/Hybrid working (in-office & from home), with our offices always open to you balancing flexibility, and connection Company paid Private Health Insurance and Income protection/TPD cover through superannuation Fantastic employee resource groups Generous Sony discounts across the Sony Group of families Parental leave benefits, Inclusive and supportive to all parents and carers throughout their parenting and caring journey, Including up to 18 weeks paid time off Additional benefits to support caring responsibilities thereafter, Including emergency back-up child care options Virtual and In-office wellness benefits Including fitness and meditation classes Partnership with Unmind to support your mindfulness and wellbeing LinkedIn Learning membership for all team members Novated car leasing options Employee Assistance Program for all team members and family Continually investing and fostering your professional growth & development  Equal Opportunities  As an active part of a culturally and socially diverse society, Sony Music's aim is that our workforce is diverse and inclusive. Sony Music is an equal opportunity employer and supports workforce diversity.  We employ, retain, promote and otherwise treat all employees and job applicants according to their merit, qualifications, competence and talent. We apply this policy without regard to any individual's sex, race, religion, origin, age, sexual orientation, marital status, medical condition or disability.  Privacy Policy  Please click here to read our privacy policy before beginning the application process as you will need to agree to the terms of the policy before submitting your information.Show moreReport"
Questas Corporate2.6 ★,GLS Data Analyst,Seven Hills,"$103,235",201 to 500 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,"Develop your career within a successful and growing Australian business 12-month contract - professional & friendly team environment Attractive salary – Seven Hills location About Us Questas Group is a group of diverse industrial companies providing design, sales, trade retail, service & repair, installation & commissioning and large-scale projects across hydraulic, irrigation, pump and engine product lines to the mining, construction, agricultural and general industrial sectors. Private equity backed, Questas Group operates throughout Australia and employs 850+ people. Questas Group businesses include Berendsen Fluid Power, The Hydraulic Warehouse, CCA Hardchrome, ISADraulics, Beasley’s Hydraulic Services, Water Dynamics, Malcolm Thompson Pumps, Stalker Pumps, Nordon Cylinders, Swanson Industries, Meadow Industries, EPG Engines, Aussie Fluid Power, Hardchrome Sales and Australian Surface Technologies. About the Opportunity We now have an exciting opportunity available for an experienced Data Analyst to join our team based in Seven Hills on a 12-month contract. This role will see you working within a small close-knit team, providing data management and reporting services to the organisation in order to meet business requirements and facilitate the standardisation and automation of data management services, whilst providing recommendations and guidance based on your analysis. Your responsibilities in this role will include: Develop and document reports using BI tools and other technology. Ensure the quality of master data and update pricing information across the organisation. Participate in data management and migration projects, including recommending best practices. Provide standard and non-standard reports to meet business requirements. Observe all data integrity governance processes to ensure segregation of duties are observed. Create efficient and effective models and approaches to test data. Identify trends in the data and share with service leaders and other team members to help enable insights.  About You To be considered for this role, you will ideally possess the following skills, attributes and experience: Extensive experience working in a similar role. Expertise and excellent proficiency with Snowflake internals and integration of Snowflake with other technologies for data processing and reporting. Advanced Power BI, Excel, VBA & SQL skills. Experience working with ERP systems will be highly regarded. Strong data analytics and governance skills. Advanced report writing and programming skills. Strong knowledge of data and inventory management principles and practices. Strong research, analytical, problem solving and testing skills. Able to create clear and concise functional and technical documentation. What's in it for you? This is an exciting opportunity to develop your skills within a growing and progressive business. This position offers an attractive remuneration package commensurate with qualifications and experience, together with a stable and friendly work environment. As a valued employee of Questas Group, you will also have access to our employee benefits program, offering salary packaging options, novated leasing, discounts at everyday stores and much more! If this sounds like the role for you then we would love to hear from you! Apply today.Show moreReport"
PERSOLKELLY3.7 ★,Data Analyst,Sydney,"$112,442",51 to 200 Employees,--,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,Unknown / Non-Applicable,"PERSOLKELLY is seeking Data Analyst to join one of their Key Government Client based in Sydney.  PERSOLKELLY brings together the legacy and experience of four organisation that shaped the staffing landscape over the past century: Kelly Services, who pioneered the modern temporary help industry in 1946; SKILLED, who crafted the staffing industry in Australia in 1964; Programmed, the leading provider of operations and maintenance services across Australia and New Zealand; and PERSOLKELLY, the largest workforce solutions provider in APAC.  PERSOLKELLY is seeking Data Analyst to join one of their Key Government Client based in Sydney.  The Reporting and Data Analyst produces datasets, analyses, charts and/or dashboards (reports) to support research, and system monitoring and performance reporting activities to inform decision making, and support achievement . They contribute to the development, implementation and maintenance of data assets, reports and reporting systems.  Responsibilities  In collaboration with other teams across the division, the Reporting and Data Analyst contributes to the ongoing development and maintenance of the Institute's datasets, analyses, reports and reporting systems Perform data validation and quality control activities on various data, analyses and reports to ensure they are accurate and 'fit for purpose'. Contribute to the development and maintenance of standardised code and templates, ensure programmes used to produce report outputs use efficient, automated, and repeatable code and functions that are stored in repositories with secure version control. Provide input into the development and maintenance of metadata and supporting documentation such as data dictionaries, data quality statements, usage notes and caveats, as well as technical documents to support greater understanding and use of the Institutes' data assets and products. Undertake analyses in response to data queries from researchers, local health districts, clinicians, and the general public. Contribute to the development and maintenance of standard operating procedures, to ensure consistent and replicable methods of preparing, analysing and reporting on data are used.  WHAT ARE WE LOOKING FOR?  Demonstrated experience managing, analysing, and summarising data and the production of charts, tables, and dashboards. Strong skills and experience in R and SQL programming languages. Experience in Power BI and building Shiny applications will be highly regarded. Tertiary qualifications in public health, computer science, data science, statistics, information management or other relevant discipline.  HOW TO APPLY If interested in this role please apply today or alternatively send your resume to Neema Mehra, neema.mehra@persolkelly.com.au . Please note that due to the high volume of applicants only shortlisted candidates will be contacted. Who are we  At PERSOLKELLY, our passion is - and always has been - putting you first.  We propel our people forward by supporting their careers in fresh ways, backed by our expertise and capability.  We're committed to creating a safe and inclusive environment which values and respects diverse styles, backgrounds, experience and perspectives.  We welcome and encourage women, people of Aboriginal and Torres Strait Islander descent and people from diverse backgrounds to apply.  So it's over to you. If you would like to join our team, please APPLY now.  To learn more about working with PERSOLKELLY, we encourage you to visit our website.Show moreReport"
