company,job_title,location,salary,company_size,company_founded,company_type,company_industry,company_sector,company_revenue,job_description
Telstra3.9 ★,Finance Analyst,Australia,,10000+ Employees,1901,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),"Employment Type Permanent Closing Date 27 Nov 2023 11:59pm Job Title Finance Analyst Job Summary Job Description We are Australia's leading telecommunications and technology company. And with a global presence in more than 22 countries, we have a strong global footprint. Our purpose is to build a connected future so everyone can thrive. We are all about providing the best experience and delivering the best tech on the best network. This includes making Telstra the place you want to work. We fully support flexibility and choice at Telstra and what we offer is as unique as you. Will you choose to work from home, in a Telstra workspace, or on the go? A regional location or the CBD? We want you to work where, when, and how you are most engaged, safe, and productive. About the Role As a Finance Analyst you play a pivotal role by supporting your team with timely, accurate and insightful analysis to enable effective decision making by key stakeholders and business partners. You support the coordination and development of operating plans that underpin strategic business unit goals and apply your sound analytical skills to share insights and recommendations into financial status and performance. You have lots of initiative with a strong desire to help tackle strategic issues relating to its operational performance and estimated financial trajectory. You enjoy working independently as well as part of a team to stimulate behaviours that drive value and achieve strategic objectives. As a Finance Analyst you will develop, maintain and continuously improve assigned operational accounting activities. Work with members of the team and key stakeholders to support the achievement of business performance against commitments. Under limited supervision and in line with company policy and processes, you will provide on time accurate data, analysis, supporting assigned financial accounting including tax accounting. Key Responsibilities This is how you'll bring the purpose of your role to life, as a Finance Analyst you will: Support team members and senior management with financial analysis and modelling to develop short- and long-term strategies, as well as key performance indicators to achieve business initiatives and objectives. Leverage your technical expertise and critical thinking skills to generate meaningful insights and recommendations. Participate in sessions with interdepartmental stakeholders, contributing quality financial analysis and timely advice to various business groups aligned to strategic financial objectives. Take accountability for assigned work tasks, working independently when contributing to core activities such as key financial accounting activities associated with month end and year end closes, reconciliations, assurance and tax accounting across numerous legal entities and business areas. Continue to build your subject matter expertise through active thought leadership, to understand key drivers and trends impacting financial and operational performance. Leverage your analytical skills to undertake high-quality quantitative and qualitative analysis, to assist team members to test ideas/business hypotheses, understand issues and provide insights into key decisions. Apply a continuous improvement mindset when approaching tasks using best practice approaches. About you To be successful in the role of Finance Analyst, you will have: Tertiary qualifications in accounting and/or finance. Understand management and financial systems. Experience in financial accounting activities e.g. financial close, general ledger reconciliations and variance analysis. .Tax Accounting experience e.g. return preparation, tax effect accounting would be considered favourably. Demonstrated clear communication skills both written and oral to finance and non-finance audiences. Ability to work independently and take accountability. Analytical mindset with an ability to think broadly and to appropriately question and challenge current assumptions and to make improvements to finance processes and solutions. Experience in large Corporate Environments is required. If this opportunity sounds like a perfect fit for you, we'd encourage you to apply! We’re committed to building a diverse and inclusive workforce in all its forms. We encourage applicants from diverse gender, cultural and linguistic backgrounds and applicants who may be living with a disability. We also offer flexibility in all our roles, to ensure everyone can participate. To learn more about how we support our people, including accessibility adjustments we can provide you through the recruitment processShow moreReport"
Halcyon Knights3.6 ★,Data Analyst,Bowen Hills,,51 to 200 Employees,2007,Company - Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,$100 to $500 million (USD),"Position: Data Analyst Our client is an Education Provider in Brisbane who is seeking a part-time Data Analyst to join their team and assist with a data migration project. Responsibilities: Consolidate, clean, and prepare historical data from multiple Excel spreadsheets for migration into Salesforce. Collaborate with their SQL specialist to develop and execute the migration strategy. Work closely with the Data Analyst responsible for the ETL work during the project. Participate in a fairly complex process, including 4 weeks of data preparation, 2 weeks of mapping, and 3 weeks of data ingestion. Convert data into a functional format for integration into the live system Manage the testing side of the project, ensuring data interrogation methodologies are implemented. Coordinate with the team responsible for Excel to SQL Salesforce integration. Requirements: Previous experience with data consolidation and migration projects, preferably involving Salesforce. Proficiency in Excel and SQL. Strong analytical and problem-solving skills. Ability to work independently and collaboratively within a team. Detail-oriented with a focus on data accuracy and quality. Excellent communication skills and ability to explain technical concepts to non-technical stakeholders. Familiarity with UAT processes and testing methodologies. We are open to candidates who can be available on a part-time basis, including afterhours work. As this project involves data migration into the live system, attention to detail and accuracy are crucial.Show moreReport"
G8 Education3.0 ★,Financial Analyst,Varsity Lakes,"$64,074",10000+ Employees,--,Company - Public,Preschools & Childcare Services,Education,$500 million to $1 billion (USD),"512457 Varsity Lakes, QLD, 4227 Finance Permanent Full time Add to favourites Favourite View favourites G8 Education is one of Australia’s largest early education and care providers, with more than 420+ centres across Australia and over 10,000 team members who are all helping shape the lives of over 42,000 children every day. Our core values of passion, innovation, dedication, compassion, and integrity, unite us on our journey to ensure the health and happiness of future generations. We are committed to developing a culture that empowers and rewards our team of early childhood educators, teachers, leaders, and support office.  The Opportunity  The Financial Analyst will provide in depth strategic and analytical information to drive optimal business decisions in the areas of operations, network growth and portfolio performance management. The opportunity will be one that will play a pivotal role in supporting our national footprint, whilst working in partnership with various stakeholders.  Your day-to-day  No two days are the same; this role is diverse, with depth and breadth to cement your career, now and into the future. Areas of core responsibility include, but are not limited to:  Primary responsibility is to support the Financial Planning & Analysis Manager and departmental heads in the Group budget planning process including assessing sensitivities and rolling forecasts for the group using a planning software tool Ability to analyse capital management initiatives including acquisition proposals using various funding sources and business case modelling Providing relevant and accurate analytical review of the Group’s data and key performance metrics Providing comprehensive market, competitor and benchmarking research, assessment and financial analysis Developing and maintaining financial models and system reporting tools Providing financial and strategic analytics to support senior management on operations, new business opportunities, acquisition analysis and other projects Creating efficiencies in reporting methodologies Undertake regular reviews of existing portfolio for demographic, economic and commercial drivers Using data analytics identify potential centre locations and viability of existing centres Assess new centre opportunities including pricing mechanisms and due diligence requirements Produce documentation of results and findings with ability to interpret and present back to the business  About You  You thrive in a fast-paced and engaging work environment, valuing strong partnerships, collaboration, and a commitment to excellence. As someone who takes ownership of outcomes, you embrace the complexity and challenges that come with this role, while maintaining an agile and result-driven mindset. To be successful in this role, you should possess the following skills and experiences:  High attention to detail & problem solving skills Prior use of a financial planning solution (Jedox desirable) 4+ years experience in analyst roles Advanced level of excel financial modelling skills Proven ability of analytical skills and providing key insights and recommendations A good communicator across all levels of the business Prior experience in forecast & budget modelling using a planning tool Demonstrated commercial acumen, particularly modelling of scenarios Member or studying towards qualification to be a member of a professional accountancy body (eg ACA, CPA, CIMA) Hold, or be willing to obtain, a valid working with children check  Benefits Include:  Competitive salary package Work From Home & Hybrid working conditions encouraged. Flexibility to travel to both Support Office locations, Brisbane CBD and Gold Coast. Career development opportunities as part of a large ASX-listed company Flexible working arrangements and role autonomy Access a 50% discount on early education and childcare fees at any G8 Education Centre. Exclusive access to our employee benefits program covering a wide range of discounts and promotions.  This is a rare opportunity; if you want a diverse, challenging and personally fulfilling role, apply now!  Please note the advertising closing date is indicative only. G8 Education reserves the right to close the advertisement before this date is reached. Therefore, it is encouraged that you submit your application as soon as possible.  G8 Education is a committed advocate for child protection, safety and wellbeing. We have a zero tolerance for any form of child abuse or harm. The safety and wellbeing of children will always be our priority and all team members are expected to embrace this shared commitment. All G8 Education employees will need to hold a relevant Working with Children Check upon their commencement into the business.Show moreReport"
Hudson Australia4.0 ★,Senior Business & Data Analyst - Central Pharmacy Future State,Brisbane,"$137,870",501 to 1000 Employees,1985,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,"The role is responsible for analysing data, developing and implementing the future state operating model and associated business processes, and providing actionable insights to support decision-making.  The role requires a strong analytical mindset, process expertise and the ability to work collaboratively across functional work streams. The Business and Data Analyst plays a pivotal role in ensuring the success of the Central Pharmacy Future State Program.  The role will work as part of a dedicated program delivery team within one of the three work programs that make up the Procurement & Supply Chain Optimisation Portfolio.  Key Responsibilities:  Adhere to defined service quality standards, health and safety policies and procedures relating to the work being undertaken to ensure high quality, safe services and workplaces. Transfer of knowledge and upskill employees. Collect, analyse and interpret complex data sets related to pharmaceutical and supply chain processes and performance, develop innovative solutions, options and recommendation in alignment with broader business strategy, organisational goals and legislative requirements. Guide the development and implementation of the Central Pharmacy operating model and business processes in the context of relevant legislation and the implementation of S/4HANA Extensive Warehouse Management (EWM) system software and associated barcoding and scanning solutions. Analyse and document the impacts of the changes to the Central Pharmacy operating model to support the development of change impacts assessment there by providing input into appropriate change interventions. Collaborate closely with specialist teams across the P&SCO ortfolio, Supply Chain Surety Branch and Hospital and Health Services (HHSs) to model requirements and translate these into technical and business specification, whilst ensuring optimal integration of future state processes across all functions of the Central Pharmacy Supply Chain, including purchasing, manufacturing, inventory, transport and reverse logistics. Identify opportunities to optimise supply chain processes through data-driven insights and recommendations ensuring the implementation of the highest standards of customer service and compliance. Ensure data accuracy, integrity and consistency by implementing data collection, validation and cleansing processes to support the implementation of S/4HANA EWM and associated integration points to legacy system.  The position operates as part of a specialised project delivery team and reports to the implementation stream lead. The position does not have any direct reports.  Essential Requirements:  Expert knowledge of world class warehousing operating models and processes in an environment of fast-moving inventory and related space utilisation, logistics and materials handling practices. Well-developed ability to understand how supply chain processes and improvements contribute to organisational goals and ensure data analysis and recommendations are aligned with the broader business strategy. High level of proficiency and skills in statistical and quantitative analysis and the use of data analysis tools and software to collect, clean and analyse large datasets to develop creative and innovative solutions to complex problems. Demonstrated knowledge of data management and data manipulation techniques and high technical proficiency and competence in using data visualisation tools to create reports and dashboards, preferably in a warehousing environment. Deep understanding of interrelationships between warehousing processes with other functions in a complex supply chain system such as purchasing, inventory, transport and logistics and an ability to connect data insights to business objectives and strategy. Conceptual, problem-solving and analytical skills, to identify problems, propose innovative and practical data-driven solutions in a complex and dynamic environment with a focus on documenting analysis processes and findings. Highly motivated to work effectively across functional teams, foster collaboration and build relationships across varied stakeholders by communicating confidently to a range of audiences and undertake effective consultation and negotiation processes.  Other Requirements:  Travel may be required between Brisbane sites. Highly experience in the use of tools such as Microsoft Access, SQL, Power BI Microsoft Excel and Visual Basic which are vital in handling and analysing key data. Proficient in the use of process modelling tools and has the fundamental understanding of industry recognised process notations such as Business Process Model and Notation (BPMN) or Unified Modelling Language (UML). Familiarity with S/4HANA EWM and OPIM modules, particularly related to the back-end data tables and the key elements of the data tables that drive the behaviour of the S/4HANA solution.  Like to know more?  To submit your application, please apply online using the appropriate link below. Alternatively, for a confidential discussion, please contact Kylie Graham in our Brisbane office on 07 3185 5339 or email kylie.graham@hudson.com, quoting Ref No. 233652.Show moreReport"
Frizelle Sunshine Automotive2.7 ★,Workforce Planning Analyst - Contact Centre,Southport,"$77,071",501 to 1000 Employees,--,Company - Public,--,--,Unknown / Non-Applicable,"Join an ASX listed organisation in a time of growth Great company culture with amazing benefits on offer We celebrate our team with quarterly and annual awards for high achievers Frizelle Sunshine Automotive is part of Peter Warren Automotive Holdings, one of Australia's largest multi-franchise automotive dealer groups. We have expanded across South West Sydney, Sydney’s North Shore, Regional NSW, Northern NSW, and throughout South East Queensland and Victoria. With some of the finest vehicle brands in the world we cover all aspects of vehicle ownership. With over 2000 employees across QLD, NSW and VIC, we are focused on growing and developing a career path for all our people. Frizelle Sunshine Automotive is actively seeking a dedicated and analytical Workforce Planning Analyst for our Contact Centre based in Southport. We are committed to delivering unparalleled customer service, and we're looking for someone to help us optimize our staffing levels to uphold this commitment. If you have a strong analytical mind, excellent scheduling abilities, and want to make a meaningful impact, then this role may be for you. About the role: Assist in forecasting call volumes and staffing needs based on historical and seasonal data. Use workforce management software to create efficient agent schedules, ensuring optimal coverage at all times. Monitor real-time call centre metrics, making real-time adjustments to schedules and staffing as needed. Coordinate and schedule annual leave for agents, balancing individual preferences with operational needs. Plan and schedule internal meetings, training sessions, and other non-customer-facing activities without compromising service levels. Analyze Key Performance Indicators (KPIs) such as Average Handle Time, Abandon Rates, and Service Level Agreements to identify areas for improvement. Collaborate with Contact Centre management to address staffing challenges and propose solutions. Generate routine and ad hoc reports for management, presenting actionable insights to improve performance and efficiency.  About you: Minimum of 2 years' experience in workforce planning or call & resource role, ideally within a contact centre environment. Proficiency in workforce management tools (e.g, Genesis). Exceptional analytical, problem-solving, and organizational skills. Intermediate skills in Microsoft Excel or equivalent data analysis tools. The benefits of working for us: Commitment to development and mentoring from your team! Free Titans tickets for home games Discounted Bupa Private Health Insurance Employee Assistance Program (EAP) Exclusive discounts with our Samsung Partnership Program Discounted Gym memberships Apply now! All Frizelle Sunshine employees must; be entitled to work in Australia, complete a Federal Police Check and a Traffic History (QLD) or Driving Record (NSW) check.Show moreReport"
Office of the Australian Information Commissioner,"APS5/6 Data and Reporting Analyst, Business Analytics, Data and Reporting",Brisbane,"$90,143",,,,,,,"Are you interested and passionate about data and reporting?Type of vacancy: Ongoing and Non-ongoing, Full-timeJob Title: Data and Reporting Analyst, Business Analytics, Data and Reporting (BARD)Classification: APS5 and APS6Location: The OAIC operates a hybrid work model with a combination of remote working and office attendance. While some team members work from other locations within Australia, as this is a leadership role, with the majority of the team based in Sydney and some positions reporting to the role requiring onsite work attendance, the preferred position location is Sydney. Other locations will also be considered.About the Office of the Australian Information CommissionerWorking with the Office of the Australian Information Commissioner (OAIC) will put you at the forefront of data protection and access to information regulation. As an independent statutory agency, the OAIC’s work is of national significance and plays an important role in shaping Australia’s information handling landscape across the economy - from government, digital platforms and the online environment, to health, finance and telecommunications. We are an agency within the Attorney-General Department’s portfolio with responsibility for:privacy functions under the Privacy Act 1988 and other legislationfreedom of information, in particular review of decisions made by agencies and ministers under the Freedom of Information Act 1982.About the OpportunityThe Business Analytics, Data and Reporting team (BARD) is a small team responsible for data analytics and reporting at the OAIC. The team has a strong focus on the development of a data warehouse and the enhancement of self-service reporting and visualisation products.Working in the BARD team is an opportunity to develop and apply your analytical skills and strategic understanding, while delivering data analytics that support decision-making through accessible and digestible products. The team is made up of high-performing and experienced professionals – we enjoy the challenging nature of our work and we do that work in a collaborative, supportive and flexible way. The team prides itself in supporting our stakeholders, and innovation and continuous improvement in our products and data processes.As a Data and Reporting Analyst, you’ll use your experience and understanding of data analysis and business knowledge to address business problems and support data-driven decision making. You will use a variety of tools, languages and technical knowledge to analyse and interpret data and results and communicate using easy-to-understand language to support business outcomes.The OAIC is committed to diversity and inclusion. We encourage and welcome applications from people with disability, Aboriginal and Torres Strait Islander peoples, LGBTIQ+ people, people from culturally and linguistically diverse backgrounds, and mature age people.Job Specific Capabilities, Skills & ExperienceThe duties of the role include:extracting and integrating data from a range of sources to develop and maintain a range of reportscontribute to the design, development and testing of data visualisations and dashboardsassist in the preparation and delivery of agency statutory reporting data setssupport the embedding and implementation of the OAIC Data Strategycollaborate with key subject matter experts to develop fit-for-purpose reporting solutionsassist in preparing Executive Briefs and reports for the Executive and Operations Committeessupport the Assistant Director in the development and maintenance of an OAIC data warehouse as requiredother ad-hoc data requests.Essential:highly developed written and verbal communication skills with the ability to negotiate and communicate with influenceadvanced MS Excel and Power BI experienceMicrosoft SQL Server Management Studio (SSMS, SSRS and SSAS Tabular) proficiencya knack for translating high-level business requirements into technical solutionsability to interrogate complex data sets and succinctly articulate results to a non-technical audience in a digestible format.Desirable:Tertiary qualifications in a relevant field (such as Computer Science, IT, Mathematics or Economics).Detailed Vacancy InformationFor detailed information about these roles please refer to the downloadable job pack, available on the OAIC website, which can be accessed by clicking the apply button.The OAIC is committed to diversity and inclusion. We encourage and welcome applications from people with disability, Aboriginal and Torres Strait Islander peoples, LGBTIQ+ people, people from culturally and linguistically diverse backgrounds, and mature age people.Selections for vacancies at the Office of the Australian Information Commissioner are based on merit.How to ApplyVisit the OAIC website by clicking hereto review the download the candidate information pack.Please complete the application sheet (located within the candidate information pack) as part of your application.Closing DateTuesday, 31 October 2023 at 11:59 PM AEDT.Job Type: Full-timeSalary: $81,420.00 – $98,866.00 per yearWork Location: In personShow moreReport"
John Deere4.2 ★,Inventory Analyst,Australia,,10000+ Employees,1837,Company - Public,Machinery Manufacturing,Manufacturing,$10+ billion (USD),"Who We Are Integrity. Quality. Commitment. Innovation. These are our values and not only what we stand by but what we stand for. We believe in empowering people. We create and deliver solutions. We give back to community. We think differently and we do it better. Our innovative spirit has driven us to continually evolve and deliver solutions to our dealers and our community and made us a business that our people are proud of and proud to work for. At John Deere, we run so life can leap forward. This powerful purpose is our promise to humankind that we will dream, design, and deliver breakthrough products that sustain our world for generations to come. The world is counting on us to feed billions of people and build vital infrastructures in villages, towns and megacities. And we live up to the legacy our founder forged in a one-room blacksmith's shop nearly two centuries ago by creating a culture that brings out the best in all of us. A culture where great ideas thrive because every voice is heard. Title: Inventory Analyst Primary Location: Australia (AU) - Queensland- Crestmead Job Grade: 06 Hiring Manager: Kylie McMaster Major Purpose  As a Parts Inventory Analyst, you will play a pivotal role in delivering a distinctive Customer Experience. Your primary responsibility is to ensure the availability of parts through effective forecasting and inventory management across the entire lifecycle of assigned product lines. Role Objectives: Maintain and grow Customer Experience by ensuring parts availability at target levels on assigned product lines. Deliver Operational Excellence through providing input to forecast and order planning on assigned product lines in order to drive appropriate inventory levels utilizing market intelligence. Engage and leverage available technologies & systems to full potential supporting the Smart Connected Aftermarket. Participate in and foster a culture of Diversity, Equity and Inclusion within the business. About You  You bring experience in inventory management and supply chain, embodying an energetic, self-starting, and collaborative spirit. You take pride in your work and in fostering a positive work environment. What Skills You Need Inventory Management and Supply Chain Expertise Data Analytics skills Customer Service and Problem-Solving Intermediate Excel Proficiency Exceptional Cross-Team and Cross-Geography Communication Agility and Adaptability What Makes You Stand Out Demand Forecasting Proficiency Strong Technology Acumen Proven Experience in Continuous Improvement Education / Experience: Degree in Business/Marketing/Supply Chain would be desirable. What you’ll get in return At John Deere, you are empowered to create a career that will take you to where you want to go. Here, you'll enjoy the support to think outside the box and the advanced tools and technology that foster innovation and achievement. We are a Global company that truly values its people and provides a broad range of benefits which include a competitive remuneration package, flexible working, social activities, health and safety programs and ongoing training and development opportunities along with: Annual Leave Loading Professional Development Support (Higher Education, Training & Memberships) 14% Super (if you choose the John Deere Employee Super Plan) Purchase Leave Available Paid Community Leave Flexible Working Options Paid Parental Leave - 16 weeks for all parents We embrace and strive for a workforce that is as diverse, talented and passionate as the communities in which we live and operate, and to provide a workplace where people feel included, valued and supported. We welcome applications from all backgrounds and believe that by understanding and respecting each other’s differences we will perform at our best! What you need to do now If you have the experience outlined above, and the passion to succeed, we would love to hear from you! Please click the 'APPLY' button now and send through your resume and cover letter detailing your previous relevant experience and why you are the perfect candidate for our team. Applications for this position will close at close of business November 19, 2023 Note: Appropriate work authorisations are required in this country prior to application.  John Deere believes in the power of diversity in the workforce and we and are committed to creating an inclusive environment for all employees. John Deere Australia is proud to be recognised by Diversity Council Australia Ltd as an Inclusive Employer for 2022-2023. John Deere is proud to collaborate with WORK180- an international jobs network that connects smart businesses with talented women.Show moreReport"
HAYS3.6 ★,Data Analyst,Brisbane,,5001 to 10000 Employees,1968,Company - Private,HR Consulting,Human Resources & Staffing,$2 to $5 billion (USD),"An exciting opportunity to be part of a large Federal Government Organisation  Your new company Hays Technology are currently partnered with an established Federal Government Department to appoint an experienced Data Analyst to a 12-month contract with potential for extension. Your new role As the Data Analyst, you will be responsible for all data related activities with the Support Services Change Program, also referred to as Back-office Enabling Services Transformation (BEST) Program, is one of 10 strategic change programs in our Change Portfolio Plan. It drives business improvement initiatives aiming to SIMPLIFY, STANDARDISE and DIGITISE processes across our Enabling Services teams, allowing for a more streamlined experience for frontline teams, customers, and partners. Your day-to-day responsibilities will also include: All data related activities, that are in scope for BEST – H2R Slip Stream including but not limited to project related data activities such as Data Migration, Data Management, Reporting & Analytics. Report into the Data Lead – Support Services to deliver agreed data related outcomes per the schedule. Report status, schedules, risks, issues, dependencies, and assumptions. Support the Data Migration activities within the BEST H2R Slipstream (Data Profiling, Data Quality, Data Remediation, Master Data Management, Electronic Records Management, Reporting & Analytics) Support Business Change Managers (BCM) and Business slip stream leads with data domain expertise, thought leadership and guidance related to Data Management and BI & Analytics requirements. Partner with business units to identify and document specific information/ data management requirements and extend the Information and data governance artefacts to meet their requirements (e.g., defining business specific reference data, extending common metadata, data quality measures or master data applied to ASA assets). What you'll need to succeed To be sucessful in attaining this position, you will have: Ability to build and maintain stakeholder relationships with a wide variety of internal and external stakeholders with varying degrees of information and data management knowledge. Experience working on SAP implementation / transformational program Experience in leading, coaching, and guiding business stakeholders with data domain knowledge Technology (SAP S4 HANA – Essential) Technology (AWS S3, Informatica, Snowflake, Power BI) – Desirable not essential. What you'll get in return You will be offered a competitive daily rate, and the opportunity to work with excellent WFH flexibility. You will be part of an established federal government organisation that will provide a continuous pipeline of project work, driving your professional development. What you need to do now If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV, or call us now. If this job isn't quite right for you, but you are looking for a new position, please contact us for a confidential discussion on your career. #2822488Show moreReport"
Queensland Health3.7 ★,Principal Data Analyst,Brisbane,,5001 to 10000 Employees,--,Government,Healthcare Services & Hospitals,Healthcare,$10+ billion (USD),"The role Reporting to the Manager, Analytics Team, your role revolves around identifying and applying innovative statistical methodologies tailored to the organization's needs. You will lead in designing and conducting advanced statistical analyses of diverse data collections, providing invaluable insights for Hospital and Health Services (HHS's) and other units within Queensland Health. Your responsibilities extend to developing and implementing robust policies and procedures for ongoing statistical analysis, contributing significantly to Queensland Health's planning, management, and evaluation processes. You'll conduct comprehensive literature reviews, employing your expertise in project management to strategize and implement clinical initiatives. Building and managing strategic networks will be essential, enhancing information sharing with key stakeholders, both internal and external. Your role involves offering vital support to the Patient Safety and Quality Improvement Service, aiding staff in quality improvement projects. Demonstrating exceptional people skills, including consultation, presentation, negotiation, and influence, you will communicate authoritative advice effectively, particularly in written formats like correspondence, briefings, and reports. Proactively enhancing your technical knowledge is crucial, ensuring you consistently excel in your role and adapt to the evolving environment. The successful personTo excel in this position, you should possess excellent interpersonal abilities, showcasing your capacity to lead clinical groups, facilitate discussions, and communicate effectively across all organizational levels. Your negotiation and influencing skills are proven, and you exhibit a high level of expertise in epidemiology, biostatistics, and/or health economics. Additionally, you need to demonstrate advanced skills in conceptualizing, communicating, and evaluating innovative approaches to tackle intricate organizational challenges within a clinical setting. This involves expertise in data information systems and measurement programs, utilizing project management methodologies. Your role also requires providing authoritative written advice to senior management on complex statistical matters and preparing intricate submissions, briefings, and high-quality reports. About usThe Department of Health is responsible for the overall management of the public health system in Queensland. We are an organisation that strongly believes in the need to work with people who value the goals of our organisation and who will thrive in our workplace. Working at the Department of Health is about making a difference. Clinical Excellence Queensland (CEQ) has a mission to partner with health services, clinicians and consumers to drive measurable improvement in patient care through the continual pursuit of excellence. CEQ is committed to a client-first approach; through building strong relationships and understanding the needs and aspirations of our clients, we are best able to achieve our mission. The role of the Clinical Excellence Queensland (CEQ) is to drive the patient safety, quality improvement and clinical improvement agendas for the Queensland health system. It will achieve this by identifying, monitoring and promoting improvements in the quality of health services delivered by service providers (both Hospital and Health Services and private health facilities, globally and within Queensland), and support and facilitate the dissemination of best-practice clinical standards and processes that achieve better outcomes for patients. The quality improvement agenda is actively supported by a significant research agenda. The Division is also accountable for setting and supporting the direction for mental health, alcohol and other drug services in Queensland, as well monitoring and reporting on performance. Benefits - A fast-paced, challenging and supportive environment - Competitive salary + generous superannuation and leave loading- Flexible working arrangements- Diverse work culture- Career training and development To apply for this exciting opportunity, please submit your resume and a cover letter (maximum 2 pages) outlining your skills and experience relevant for this role.This work is licensed under a Creative Commons Attribution 3.0 Australia License.Show moreReport"
Lorna Jane3.0 ★,IT Business Analyst,Eagle Farm,"$111,860",1001 to 5000 Employees,1996,Company - Private,"Department, Clothing & Shoe Stores",Retail & Wholesale,$100 to $500 million (USD),"We have an exciting opportunity for an IT Business Analyst to join the Information Technology team at Lorna Jane HQ office located in Eagle Farm.  About the role  The IT Business Analyst will play a crucial role in bridging the gap between business needs and technology solutions within the organisation.  This opportunity will see the successful candidate working alongside IT project teams and internal stakeholders to collect, clarify, and translate business requirements into documentation and conceptual designs.  You Will…   Work with external vendors and/or the development team to ensure they understand conceptual design and functional requirements of the business. Facilitate requirement and design sessions with user community, communicating these requirements to the development team (or external vendors) for the design and implementation of solutions. Engage with IT teams, vendors, and business stakeholders to coordinate project resources ensuring projects are delivered on time, within budget and in a manner that drives high end-user adoption. Maintain project schedules and regularly communicating project status to key stakeholders. Provide guidance to stakeholders on IT systems and applications to ensure optimal usage and minimal downtime. Engage in professional and effective communication with internal and external stakeholders to ensure the support provided is always of a high quality. Analyse the potential impact of proposed changes and/or solutions across the business. Complete documentation by using standard templates, and where required, contributing to the development of these templates. Assist stakeholders with the testing phase of system and network maintenance requests to minimise downtime impacts. Analyse documentation and testing program development logic, process flows, specifications & test scripts. Effectively partner with any assigned Project Managers to support analysis and design tasks on new projects, or where appropriate, managing the entire project lifecycle from scoping through to implementation and deployment. Develop user cases to explain/demonstrate business requirements/specifications to IT team, incorporating relevant business partner’s perspective during the design review phase.  About You…   Bachelor's Degree in Computer Science, Management Information Systems, or related field. Demonstrated experience in writing software requirements and test specifications. Project management experience. Understanding of system engineering, object-oriented design, information risk and security guidelines, and architecture standards In depth understanding of the various software development lifecycles (e.g. Agile, Waterfall, etc.) Understanding of process modelling techniques (UML, BPMN), as well as other mainstream BA techniques. Experience in as an Enterprise Architect is advantageous. Strong analytical and problem-solving skills. Ability to understand business functionality and translate into application requirements. Excellent attention to detail. Ability to prioritise, organise & manage competing priorities. Effective written and verbal communication skill. Experience in data modelling, UML, web services and/or application integration Skills is not essential but is desirable.  Why Lorna Jane?   Work for an iconic an innovative Australian brand, with a strong, relevant message and a premium product. Wear activewear to work with a generous discount to the latest Lorna Jane collections. Free onsite parking, Nourish Café and complimentary breakfast. Continuous coaching and career advancement with industry leaders. Help us build our LJ community – refer a friend and our referral program will reward you. Access to employee discounts through our LJ Perks initiative.  Activate your career and APPLY NOW!Show moreReport"
