company,job_title,location,salary,company_size,company_founded,company_type,company_industry,company_sector,company_revenue,job_description
Deloitte4.0 ★,"Senior Analyst - Internal Audit, Risk Management and Controls",Perth,"$98,583",10000+ Employees,1850,Company - Private,Accounting & Tax,Finance,$10+ billion (USD),"Date: 1 Nov 2023  Location: Perth, WA, AU  Department: Risk Advisory  Description: Job Requisition ID: 34880  Flexible work arrangements - work in a way that suits you best. Rewards platform - your hard work won't go unnoticed at Deloitte. Training and development - at Deloitte we believe in investing in our best assets, the people! You will have access to world class training and funding towards industry and other professional certifications.  Deloitte’s Internal Audit, Risk Management and Controls team advises some of Australia’s largest and most influential businesses and organisations on their risks and provides assurance on the control environments and risk frameworks that stakeholders depend on to manage them.  Our goal is to deliver differentiated, transformational risk management solutions through harnessing the power of digital solutions and data. We believe in truly understanding the risks, issues and opportunities for our clients, and we offer industry insights to help build resilience and readiness in an uncertain and transformational environment.  We are a leader in the Perth market, running large internal audit, risk and control projects with many iconic brands. We operate an outward-looking and global practice, part of the Deloitte Asia Pacific firm, bringing insights from every continent to Perth as well as providing our expertise across Australia and internationally. Being part of our team gives you a national and global platform to build your brand.  As a senior member of the team you will: Help lead the execution of client engagements through structured problem solving, effective time management and providing junior staff with the support and guidance needed to deliver high quality outcomes efficiently and effectively. Support the strategy and development of practice capability in emerging IA focus areas (e.g. Agile IA, integrated assurance, risk culture, assurance automation) Mentor and coach junior staff in the early stages of their career Build authentic and trusted relationships with our clients and the broader Deloitte firm Most importantly – have fun!  Enough about us. Let’s talk about you. To be considered for this opportunity, your experience may include:  Excellent written and verbal communication, with the ability to make the complex simple Proven ability to plan and execute risk assessments and critically analyse risk assessment results to devise targeted mitigation plans and supporting frameworks and tools Strong understanding of business processes and controls and an ability to employ an analytics and technology-driven approach to controls assessment to enable real-time analysis and data-driven decisions. Proven stakeholder management skills with an ability to leads interactions with the client’s business stakeholders to gather key information on controls components Thrive in a multi-disciplinary team environment and can adopt different working styles to meet different methodologies and approaches, such as Agile, Design Thinking and Lean Passion for sharing knowledge with the broader team and developing junior internal audit professionals  Why Deloitte?  At Deloitte, we focus our energy on interesting and impactful work. We’re always learning, innovating and setting the standard; making a positive difference to our clients and our society. We put coaching at the heart of what we do, helping our people grow their careers in any direction – whether it be up, moving into something new, or even moving across the world.  We embrace diversity, equity and inclusion. We have a diverse collection of people from different backgrounds, with different experiences, gender identities, abilities and thinking styles. What binds us together is a shared commitment to value everyone’s perspective and to cultivate inclusion; so that our work environment is a safe space we can all belong.  We prioritise flexibility and choice. At Deloitte, you get trust on Day 1. We know our people get their best work done when they’re in control of where and how they work, designing their work week around their client, team and personal commitments.  We help you live and work well. To support your personal and professional life, we offer a range of perks and benefits, including retail discounts, wellbeing leave, paid volunteering days, twelve flexible working options, market-leading parental leave and return to work support package.Show moreReport"
HAYS3.6 ★,Data Analyst,Perth,,5001 to 10000 Employees,1968,Company - Private,HR Consulting,Human Resources & Staffing,$2 to $5 billion (USD),"Well-known WA-based utilities looking for SAP Data Analyst Your new company Hays are currently working with a well-known utilities entity based in WA. They are currently going through an ERP modernisation project and seeking a SAP Data Analyst for a 6-month engagement. Your new role Design, test, and reconciliation of data part of the Program's end-to-end data migration lifecycle Identify risks and issues to the project, assist with defect resolution and reconciliation plans Understand how data drives the development of applications and business requirements through appropriate design principles, methodologies, and tools What you'll need to succeed Experience with SAP Data analysis and S/4 HANA implementations Data services and SQL Data migration and ETL Strong stakeholder management skills What you'll get in return Competitive rates WFH flexibility Work on a large scale transformation project What you need to do now If you're interested in this role, click 'apply now' or forward an up-to-date copy of your CV to Lakita.Tarachandani@hays.com.au. If this job isn't quite right for you, but you are looking for a new position, please contact us for a confidential discussion on your career. #2826260Show moreReport"
Community Vision1.0 ★,Business Systems Analyst Nov 9,Perth,"$102,616",Unknown,--,Company - Private,--,--,Unknown / Non-Applicable,"Permanent Full and Part-Time contracts available A recent graduate or early on your career path Inclusive work environment and culture About Us Community Vision is a not-for-profit community-based organisation established to provide services to people of all ages and abilities. You’ll find your management team to be responsive, approachable with an open door policy and pro-active because we care for our staff. That’s why we’ll also give you two Wellness Leave days a year, a staff reward and recognition program of $500. Added to this is our Employee Assistance Program that you can access for any reason. We are looking for a Business Systems Analyst who is self motivated and interested to learn and develop their skills and knowledge. You will use your problem solving skills to support and resolve issues experienced by our system users and identify areas for systems improvements including business processes and user training. We have part time and full time positions available. About the position Develop an in depth understanding of the corporate software systems deployed at Community Vision Be an integral member of the Systems Support team in provision of support, problem resolution and end user training Identify areas for improvement or modification and work with the team to develop solutions Write and maintain documentation for technical support and end users Keep up to date with the latest software releases and industry trends Build your skills and knowledge by obtaining vendor certification in the supported software products Evaluate, test and deploy new functionality in the corporate software systems Work effectively using project management methodologies to deliver project plans and outcomes within a timely manner Collaborate with key internal stakeholders and functional areas as required to support and implement growth strategies Maintain accurate records, reports and data Communicate efficiently with clients, suppliers and staff in a timely manner with the agreed timeframes About You  A recent graduate or early on your career path Good written and verbal communication skills An analytical mind with advanced problem solving skills A keen attention to detail Willing to learn and support new technologies Opportunity to gain vendor certification in Salesforce and Netsuite Be mentored by experienced IT professionals Previous experience in Sales force or Netsuite would be desirable but not essential Become an integral part of Systems Support Team You must have your Covid Vaccinations and a Current Flu Vaccination or willing to get. National Police Clearance less than 6 months old.  You must have the right to work in Australia to apply for this job. If this sounds like you, we'd love to hear from you! Click Apply Now to submit your application. Alternatively, call our Recruitment Officer Ancy on 1800 968 754 for a confidential discussion.  When applying for any Vacancies / Jobs please use: Internet Explorer 9 and above, Firefox, Chrome, Safari or Opera. Please do not use Internet Explorer 8 or earlier versions.Show moreReport"
Seequent4.2 ★,Data Analysis Engineer (Python) - Imago,Perth,"$113,590",201 to 500 Employees,2003,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"The Company Seequent builds world-leading subsurface software, helping create a better understanding of the earth to ensure a better world for all.  We are constantly evolving at the forefront of technology to transform how geo-professionals work, eliminating barriers to understanding by connecting software, teams, and the tools they need.  Every day, our customers in over 100 countries work to develop mineral resources more sustainably, design and build better infrastructure, protect the environment, source renewable energy, and help resolve historical challenges such as groundwater contamination and ageing infrastructure.  Our integrated earth modelling, geo-data management, and team collaboration software enables them to see a more complete picture of the earth: because with more understanding comes better decisions – for people and the planet.  Headquartered in New Zealand with global reach, Seequent is the specialist subsurface software company within Bentley Systems. Together, we are helping build a more resilient world.  We’re a high growth, people-centric success story.  Seequent is a Bentley Systems company, working together to build a better future. The Role We are seeking a talented Data Analysis Engineer to join our passionate team. This newly created role is testament to the growth and success of our Imago product, and we are looking for an exceptional candidate to contribute to its continued development. (Imago is one of Seequent’s latest additions to the product portfolio, you can read a bit more about it here)!  As a Data Analysis Engineer with Seequent, you will have the opportunity to use your Python skills to improve and maintain datasets and deployments. You will get to work with exciting geoscience data sets and play your part in delivering top-notch solutions to our global customers.  If you are interested in this unique opportunity to be at the forefront of innovation and are keen to learn and grow with our team of highly collaborative, technical experts, we would love to hear from you! Please note, this role is to be based hybrid from our Perth office. In this role, you will have the opportunity to:  Use Python to profile, improve and expand geoscience datasets Automate and streamline analytics workflows and deployments Help deliver high quality, user-friendly solutions that exceed our customers' expectations Create and maintain high quality datasets and code This role could be a good fit for you if you have: A genuine interest and enthusiasm for working with vast geoscience data sets, unlocking their potential to drive meaningful insights Experience utilising Python for data migration, curation, and QA/QC tasks/analysis A qualification in quantitative science, mathematics, computer science or a related field Commercial software development experience and a desire to build products that make real impact Exceptional interpersonal skills to develop and build sustainable working relationships Tenacity, persistence, and enthusiasm for problem solving and continual learning A team player mindset, with the ability to motivate and collaborate with your team  Research shows that some individuals, particularly women and underrepresented groups, are less likely to apply for jobs unless they meet every single criterion. If you don't think your experience perfectly aligns, or you don't tick all the boxes, please don’t rule yourself out! Seequent are committed to hiring a diverse team and encourage individuals of all background and abilities to apply. Why you will enjoy working with us.. You will be joining a highly skilled, highly productive team of technical experts who are passionate about what we do. We are a friendly, intelligent, and supportive bunch and are looking forward to you bringing your expertise to the team. Our wider team is geographically diverse and from multi-disciplines, so even though you will be Perth based you will have opportunity to work with colleagues from across the globe. Inclusion + Diversity In addition to being dedicated to building a workforce that reflects diverse talent, we are committed to fostering an inclusive and accessible experience. If you require an accommodation for any part of the recruitment process (including alternate formats of materials, accessible meeting rooms, etc.), please let us know and we will work with you to meet your needs. Please provide details in your cover letter of any accommodations needed. How to apply If this sounds like the role for you, apply today with a covering letter and CV.Show moreReport"
Pyramid Global Technologies5.0 ★,Business Analyst,Western Australia,,201 to 500 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,"About the job Business Analyst Job Description for Business Analyst Required Technical Skill Set  Effective stakeholder engagement  Business analysts are likely to deal with stakeholders at all levels of an organisation right up to the CEO  Critical thinking - The ability to understand and analyze problems and find solutions  Problem solving - The ability to think creatively and work collaboratively with teams to solve business challenges  Decision making - The ability to make decisions around things such as requirement prioritization, scope, assessing viability of solutions etc  Good listener & communicator - Requirement gathering is a key part of the role so the ability to ask the right questions and correctly understand the information received is essential  Documentation and writing skills - Business analysts will find themselves creating documents such as use cases and business requirement documents  Confident presenter - The ability to present findings and recommendations to senior leaders and to manage stakeholder meetings  No of Requirements 01 Desired Experience Range 10+ Yrs Location of Requirement Onsite – Perth Australia  Desired Competencies (Technical/Behavioral Competency)  Must-Have   Works closely with the Business team to understand business process  Excellent business writing and communication skills, including the ability to develop and deliver clear documents and concise presentations.  Ability to set and meet self-imposed deadlines and conclude assignments with minimal external prompting. Must be able to work effectively in a highly dynamic team environment and assist all groups as needed  Proficiency in standard office software applications including MS Word,  Good-to-Have   Functional Understanding of the Power Transmission and Distribution  Customer interactions and working in multi-vendor environment.  Excellent written and oral communication skills. Ability to write procedures, guidelines and O&M documentation  SN Responsibility of / Expectations from the Role 1 Gathering, validating and documenting business requirements. 2 Analyzing commercial data such as budgets, sales results and forecasts 3 Modelling business processes and identifying opportunities for process improvements. 4 Identifying issues, risks and benefits of existing and proposed solutions and outlining business impacts. 5 Creating functional specifications for solutions. 6 Estimating costs and identifying business savings. 7 Simplifying information and deciphering technical jargon so it is easily understood by the whole team. 8 Implementing and testing of solutions. 9 Supporting business transition and helping to establish change.Show moreReport"
Capricorn4.5 ★,BI Developer,West Perth,"$121,861",201 to 500 Employees,--,Contract,--,--,Unknown / Non-Applicable,"A great place to work When you join Capricorn, you become a part of something bigger than a typical company, because as a co-operative we exist to improve the lives of our Members by supporting them in building stronger businesses – not the other way around. We are purpose-led and are committed to empowering our community to thrive. Our community includes our employees, and we know what is important to them, because we asked! And here's our commitments to you: Provide a diverse and inclusive workplace – because we know how important it is for everyone to be treated fairly and with respect. Give you flexibility – it's important to recognise we are all unique and need to create work life balance. Offer paid parental leave – that supports both parent's leave and their transition back to work. Create a fun environment – our social calendar is full up with a range of different virtual and face-to-face events to keep us connected. Work perks – that our employees actually use, such as a fantastic reward and recognition program, wellness program, additional leave purchase and so much more! The role and what we are looking for The Capricorn Risk Division (CRD) is on the lookout for a dynamic and passionate Business Intelligence Developer to join our team. If you thrive on challenges, value skill development, and have a hunger for transforming raw data into meaningful business solutions, this role is perfect for you. As a Business Intelligence Developer, you will play a pivotal role in fulfilling the data and reporting requirements for the CRD. You will support the behind-the-scenes production of data, ensuring it is collected to release its fullest potential. In terms of reporting, you'll be the bridge between raw data and actionable insights. Your key stakeholders will be within the Product & Underwriting, Sales, Claims, and Finance departments. In addition, forging strong relationships with the Data Platform and IT infrastructure teams will be essential to ensuring the seamless flow of data. Software and Tools: We have an impressive tech stack for you to leverage. While SAS Enterprise Guide serves as our primary ETL tool, we're on the cusp of a thrilling transition to the Data Virtualization tool Denodo, which you'll actively engage with. Tableau is our main Data Visualization tool, and we encourage you to explore the world of Power BI and other data visualization tools. Your journey involves not just dashboard building but also maintaining and optimizing our existing suite of reports and dashboards, taking them to new heights of functionality and user-friendliness. Agile Framework: The CRD operates on Agile Methodologies, and your understanding of Jira will be a valuable asset for managing your workload efficiently. Collaboration, adaptability, and staying ahead of the curve are essential traits in this dynamic environment. Skill Development One of the most exciting aspects of this role is the immense scope for skill development. If you're passionate about a career in data and innovation, this is the perfect opportunity. You'll be at the forefront of making enhancements, pioneering innovative processes, and pushing the boundaries of what's possible in the realm of business intelligence. Every day offers a chance to learn and grow, and you'll be encouraged to drive innovation as a key driver of success in this role. What are we looking for in the ideal candidate? Familiarity with coding SAS and SQL: You're well-acquainted with the languages of data and can put them to work effectively. Understanding of ETL processes, Data Warehousing, and Data Lineage: You're not just a data collector; you're a data architect who knows where it comes from and where it's going. Experience with Tableau or other Data Visualisation tools: Creating visual stories from data is your forte. Building relationships with stakeholders: You're not just a data expert; you're a people person who knows how to translate data into actionable insights for teams. Proficiency in gathering requirements and seeing projects through to completion: You're adept at understanding and executing project requirements, ensuring successful outcomes. Understanding of Agile Methodologies, AI, and Cloud Technologies: You're forward-thinking, embracing new technologies and methodologies to drive innovation. If you're ready to join a dynamic team, work with cutting-edge technologies, and take your career in data to new heights, apply today. Your adventure in data-driven excellence starts here! Who are we? Capricorn is a member-based financial services organisation which exists to improve the lives of over 25,000 Members across Australia and New Zealand by supporting them in building stronger automotive businesses. We provide products and services including trade credit, risk protection, equipment finance, trade events, travel services, fuel cards and more. Last financial year Member purchases exceeded $2.93 billion and Member returns exceeded $72.5 million. The next steps If you think you are the right person for this role and you believe in a Member first culture, then please apply now. Applications will be reviewed as they arrive, so it is better to apply sooner rather than later. If you need any assistance or adjustments to fully participate in the application process, please contact HR at 1800 327 437. For further information and detail on Capricorn, please visit our website at www.capricorn.coop/careers (http://www.capricorn.coop/careers).Show moreReport"
Paxus Australia Pty Ltd4.1 ★,Business Systems Improvement Analyst,Western Australia,,51 to 200 Employees,1964,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,"Posted 16 October 2023 SalaryFlexible working arrangements LocationWestern Australia Job type Contract DisciplineBI + Data Analytics, Project Services + Transformation Reference263333 Job description About the Role: As a Business Improvement Analyst, you will play a crucial role in supporting the identification and delivery of new processes and improvements essential to achieving the organisation's future vision. This is a 3-6 month initial contract position, with the flexibility to work from home 2 days a week. Your primary responsibilities include working closely with the business to identify and deliver process enhancements, supporting the development of improvement capabilities within the organisation, and using tools such as Promapp (or similar) to facilitate improvement activities. Essential Requirements: Demonstrated experience in a business process improvement capacity Proficiency in the use of process mapping tools, preferably Nintex Promapp or similar software. Ability to support the identification and delivery of new processes and improvements to align with the organisation's strategic goals. Proven capability to collaborate with various business units to identify and implement process enhancements. Strong problem-solving and analytical skills. Excellent communication and interpersonal skills. Prior experience in customer journey mapping is a significant advantage. To be considered for the role or for more information about this and other opportunities please contact Lee-Arna Bishop on 08 61511706 or email: [email protected] and quote the above job reference number. Paxus values diversity and welcomes applications from Indigenous Australians, people from diverse cultural and linguistic backgrounds and people living with a disability. If you require an adjustment to the recruitment process please contact me on the above contact details.Show moreReport"
Allkem,Market Analyst,Perth,"$115,812",,,,,,,"THE COMPANYGalaxy is a wholly owned subsidiary of Allkem Limited, an ASX-listed, specialty lithium producer with a global portfolio of diverse & high-quality lithium products.Our unique portfolio includes a portfolio of outstanding assets across Argentina, Canada, Japan and a very successful hard rock spodumene operation in Western Australia called Mt Cattlin.Active development in Australia, Argentina and Canada is underway and will allow us to supply the surging lithium market as the globe migrates to lower emissions transport and energy solutions to achieve a net zero economy.The pillars of our success are built on sustainability, cost leadership and product quality through relationships with our people, customers and communities.We greatly value our people and recognize that their contributions are fundamental to exceptional business performance and sustainable outcomes. We are also committed to providing a stimulating and inclusive work environment and we seek to attract, empower and retain the best people.THE OPPORTUNITYAre you ready to embark on an exciting and dynamic career as a Market Analyst?This is NOT your typical Data Analyst role – it's a challenging opportunity that awaits you!Position: Market Analyst Location: Applecross Office, Full-TimeAbout the Role: As a Market Analyst at Allkem, you will be an integral part of our Sales and Marketing department, working closely with the Senior Market Analyst. The role will assist the Sales and Marketing team by ensuring accuracy and reliability of sales and contract information.This role will also work closely with numerous cross-functional stakeholders including Finance, Operations, Legal, Risk and IT to deliver business objectives.Why This Role is Special: This is more than just number crunching – it's about understanding and shaping the market landscape. As a Market Analyst, you'll be on the front lines of strategic decision-making, influencing the direction of our business.YOUR KEY RESPONSIBILITIESMarket intelligence / analysisA key part of the role, the market analyst must be capable of reviewing a wide range of literature and analyst key market trends, undertake relevant analysis and contribute to internal supply and demand assessments.working collaboratively with team members to inform the supply and demand model (maintained in Perth).Sales reconciliation and reportingAccountable for consolidating sales information and reportingReviewing and aligning information with Finance for month end reportingPerforming reconciliation of Power BI against source dataDocumenting sales performance for review by Allkem’s executivesBusiness improvement initiativesImproving sales reporting and analyticsCoordinating / streamlining / developing processesSupport implementation of enabling technologies (SAP, CRM, Hyperion, Power BI and other Microsoft suite products as required)What You Can Expect:An international work environment where commitment knows no boundaries.Occasional out-of-business hours contact to support our global team.Opportunities to engage with team members across the globe, ensuring effective communication and collaboration.Essential:Bachelor’s degree in commerce, Economics, or EngineeringHigh competency in the Microsoft Office SuiteStrong verbal and written skillsAbility to manage multiple stakeholders and deliverables.Desirable:2+ years’ experience working in Accounting or Finance role in the mining or resources industryExperience in using software systems including SAP, Pronto, HyperionExperience in reporting tools like Power BI, TableauFamiliarity with the operational use of CRM systemsMultilingualWHAT WE OFFERFlexible working conditionsInvaluable opportunity to learn about the lithium sector from the front linesOpportunities to join our growing team and bring your passion to this roleMultiple company benefits which include - Healthy Lifestyle Incentive/ Paid Parental Leave / Employee Assistance Program (EAP) / Super salary sacrificing options included novated leases.Annual Bonuses that are performance drivenLong term employment opportunitiesCaring, supportive and understanding team environment, andA culture driven organisation.Together We Go FurtherJob Type: Full-timeSalary: $100,914.14 – $130,709.80 per yearBenefits:Employee discountSalary packagingSchedule:8 hour shiftSupplemental pay types:Performance bonusWork Authorisation:Australia (Required)Ability to Commute:APPLECROSS, WA 6153 (Required)Work Location: In personShow moreReport"
Iluka4.3 ★,"Solutions Analyst - AI, Automation and Analytics",Perth,"$97,290",201 to 500 Employees,1992,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,"lluka Resources is a leading global producer of the critical minerals zircon and high grade titanium dioxide feedstocks (rutile and synthetic rutile). Iluka has also established a significant position in rare earth elements (rare earths). As an international supplier of critical minerals, Iluka’s products are used in an array of applications including technology, construction, medical, lifestyle and industrial uses. As the world moves towards a smarter, safer and sustainable future, Iluka’s high quality products are increasing in demand. Our people are the foundation of our business and are vital to our success now and into the future. Iluka offers an empowering and inclusive work environment that is as diverse as the communities in which we operate. About The Role Are you passionate about applying artificial intelligence, automation, and analytics to solve problems? Do you want to work for a global critical minerals company that values sustainability and innovation? Our team has a diverse range of technical skills and collaborate with various teams across Iluka to deliver process automations, analytics and explore the power of AI. Our team leverages SQL, Power Platform, Azure AI and Data Services, a leading RPA platform, and other modern technologies. The work we deliver is leveraged everyday across Iluka. We are looking for a Solutions Analyst (AI, Automation and Analytics) to join our team. This is a full time, permanent position based at our Perth office. You will play a key role in the design, delivery and support of business process automation and data solutions working directly with colleagues across operations and functional teams. Reporting to the Automation and Analytics Lead, you will have the opportunity to work with the latest technologies in a dynamic environment across a diverse range of initiatives. Key elements of the role include: Delivering high quality automation and analytics solutions across Iluka business units while implementing AI components wherever opportunities arise Accountability of end-to-end solution development with support from the wider team Contributing to a culture of continuous improvement in our automation and analytics platforms, processes and solutions Working collaboratively with both IT and non-IT colleagues to deliver quality, value-adding solutions Sharing your knowledge and technical expertise through cross-skilling, collaboration and mentoring About You To be successful for this role, you will have: A Broad range of both technical and non-technical business analyst skillsets Solid background in automating manual transaction and reporting processes Strong communication and interpersonal skills Effective time management and task prioritisation skills Excellent problem-solving skills Demonstrable skills across a range of Microsoft-centric tools and technologies Some programming experience Sound working knowledge of existing, new and emerging data analytics trends Desired skills and experience: These skills are desired, but you don’t need all of them to apply. Highlight the skills you have from this list (and if you bring other technical skills too). Our approach is to leverage and nurture the skills you bring, and help you develop other skills as part of the team. SQL | API integration | Azure Data Factory | Azure Synapse | Azure AI Services Power Platform (Power BI and DAX, Power Query, Power Apps, Power Automate, Dataverse) RPA (Robotic Process Automation) | Regular Expressions (RegEx) Excel, Pivot Tables and VBA (Visual Basic for Applications) Our Offer To You Flexible working arrangements, hybrid working and flexi hours Be supported through an inclusive and collaborative culture 18 Weeks Paid Parental Leave for Primary Caregivers Ability to Purchase Additional Annual Leave Competitive Salary and Bonus Structures Company share matching scheme Access to a state-of-the-art Gym in our Perth building, free of charge! You will be supported, empowered, included and encouraged to be the best version of yourself. If you share our values of Integrity, Respect, Courage, Accountability and Collaboration; and you have the skills and experience to help us to succeed and deliver sustainable value, apply now. Full working rights in Australia are required for you to be eligible to apply for this role. Applications Close: 20 November 2023 “We respect and encourage diversity in a workforce that reflects our communities.”Show moreReport"
Bluefin Resources4.0 ★,Data Analyst,Perth,"$93,808",51 to 200 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,"My client, a leading utilities company based in Perth, is looking for a highly skilled Data Analyst to join their team. The ideal candidate will be responsible for ensuring data within the financial division is aligned across systems and processes by establishing frameworks, controling reporting and regular testing/analysis in the commercial and industrial business. This work involves extraction and reconciliation of data from multiple systems and providing analysis and reporting which will contribute to future enhavements. Mandatory Skills  4+ years' of relevant experience working within data commercially. Proficiency in data analysis tools and programming languages (e.g., SQL, Python, R) Experience with data visualisation tools (e.g., Tableau, Power BI) Knowledge of machine learning and predictive modelling is desirable. Capacity to analyse complex issues, make decisions, and create action, with demonstrated problem solving skills Commercial or Academic Knowledge of machine learning and predictive modelling is desirable.  To be considered for this role, or to have a confidential discussion, please submit your resume highlighting your relevant experience and achievements IMPORTANT: By submitting your email address and any other personal information when you APPLY to a job, you consent to such information being collected, held, used and disclosed in accordance with our COLLECTIONS NOTICE and PRIVACY POLICY.  http://www.bluefinresources.com.au/privacy-policy BBBH55078_169804397679273Show moreReport"
Peoplebank4.0 ★,Data Integration Analyst,Fremantle,"$73,696",51 to 200 Employees,1990,Company - Private,HR Consulting,Human Resources & Staffing,$500 million to $1 billion (USD),"Location: Fremantle  Job Type: Contract  Posted: 8 days ago  Contact: Maria Hecto  Discipline: Business Intelligence / Data Analytics General IT  Reference: 258926  Data Integration Analyst  6 month contract with potential extension Fremantle based with flexible WFH arrangement Skills: Prior experience working on data integration projects The company  Our client is an industry leading organization rated by their customers as a leading establishment in Western Australia.  The role:   We are seeking an experienced Data Integration Analyst to assist with the implementation of a new CRM in Dynamics 365 which will include integration of data from their existing CRM and ERP systems.  Responsibilities include: Document the current state data model Produce high level data mappings Develop Data Integration contracts Assess high level business requirements and integration patterns Perform dataset profiling Work with the project team including integration / solution architects, project managers and business analysts Key experience: Strong experience with Data modelling tools and techniques Excellent communication and stakeholder engagement skills Previous experience in data integration with Dynamics 365 CRM OR a similar system would be a huge advantage Knowledge of integration platforms and middleware (such as Talend) Ability to work into a highly collaborative environment The benefits: Work for industry leading organization Long term project Flexible work environment If you are interested and possess the right experience, please apply now via the link below to be considered for this role.  Contact: Maria - (08) 9423 1407 - (Job reference: 258926) Diversity and inclusion are strongly supported at Peoplebank. People of all nationalities, gender identities, and cultural backgrounds, including Aboriginal and Torres Strait Islander Peoples, are encouraged to apply.Show moreReport"
Peoplebank4.0 ★,Data Analyst,Perth,"$93,199",51 to 200 Employees,1990,Company - Private,HR Consulting,Human Resources & Staffing,$500 million to $1 billion (USD),"Location: Perth  Job Type: Contract  Posted: 13 days ago  Contact: Maria Hecto  Discipline: Business Intelligence / Data Analytics  Reference: 258925  Data Analyst: 6 months initial contract with possible extension Flexible working arrangements & benefits Skills: SQL, Access, Excel Our client is looking for a Data Analyst who has experience and understanding of data management with strong data analyst skills. Responsibilities: Review the data entered into SQL databases or other data capture tools such as Excel. Cross-check entries of data for correctness and consistency, and cleanse as required. Integrate data from multiple data sources (SQL, Access, Excel) into one master data repository. Interrogate similar data across multiple databases and map the relationships and dependencies. Analyse different file types/formats to generate a list for data catalog. Skills: Experience in SQL Experience in data imports and cleansing. Experience with bulk data loads. Experience in data model and query performance tuning. Experience in generating views and stored procedures. How to Apply If you are interested and possess the right experience, please apply now via the link below. Contact: Maria Hecto - (08) 9423 1407 - (Job reference: 258925) Diversity and inclusion are strongly supported at Peoplebank. People of all nationalities, gender identities, and cultural backgrounds, including Aboriginal and Torres Strait Islander Peoples, are encouraged to apply.Show moreReport"
