company,job_title,location,salary,company_size,company_founded,company_type,company_industry,company_sector,company_revenue,job_description
Slyp3.9 ★,Data Analyst/Engineer,Sydney,"$137,500",1 to 50 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"At Slyp we are in the business of customer experience. We think it's crazy that you pay with a smartphone but still receive a centuries old paper receipt. Traditional receipts are nothing but a burden to customers and outside of a proof of purchase, they provide no value to retailers or consumers. We are dedicated to creating world-class technology and helping the environment, one receipt at a time. That's why we have invented the Slyp Smart Receipt. Why is Slyp a great place to work? Slyp Village attracts top-notch talent from around the globe. Our inclusive environment allows Slypsters to unleash their creativity and drive, all while being part of a movement that's shaking things up for the better.  Here are some of our benefits:  Employee Stock Ownership Program (ESOP) Generous L&D program - $1500 budget per anniversary for you to use towards honing your craft Slyp Gives - we run 2 community give back days each year Competitive leave policies including parental leave Flexible work and the option to work from anywhere in the world for a period of time Sweet pet friendly office, monthly (sometimes random) lunch and learns and always on team fun and experience program  What we are looking for You should have strong mathematical and numeracy skills and a good understanding of SQL, ETL frameworks, and website scripts. You will explore and analyse data to forecast and optimise capabilities, build data-driven products, and design and maintain key data assets. You will help with designing, implementing, and optimising data pipelines. Your activities will include prototyping new algorithms, presenting and visualising data, consulting with strategic partners, performing statistical analysis, forecasting trends, and completing ad-hoc analysis. You will also provide mathematical modelling and analysis capabilities to support other business teams.  What does a normal day look like? Data Modelling and Analysis: Utilise statistical analysis to extract valuable insights Develop predictive models to improve business processes and decision-making. Exploration in machine learning is a plus Reporting and Visualisation: Create and maintain dashboards and reports for internal and external stakeholders Communicate findings effectively to help guide business strategies Performance Optimisation: Continuously optimise data pipelines for efficiency, scalability and cost Work on data engineering best practices to ensure the infrastructure is robust and reliable Data Quality Assurance: Implement data quality checks and monitoring to ensure accuracy and consistency of the data Troubleshoot and resolve data-related issues as they arise Data Integration: Develop and maintain data pipelines to collect, cleanse, and organise data from various sources Data Security: Ensure data privacy and security standards are adhered to and implement necessary safeguards What experience or knowledge you will bring to the team Bachelor's or higher degree in Computer Science, Data Science, Information Systems, Economics or a related field. Familiarity with AWS data services (e.g., Glue, Redshift, Quicksight, Athena, S3, Sagemaker). Familiarity with other AWS services is a plus (e.g., Lambda, Kinesis, DMS, IAM, KMS). Proven experience in data engineering, including SQL, Python, ETL processes and data modelling. Experience in working with large datasets and data warehousing solutions. Familiarity with machine learning techniques and tools is a plus.  And what other experience or knowledge would help, if you have it!! Previous experience in a similar role in the tech or fintech industry is a plus. Previous experience in data analytics for the retail industry is highly desirable. Our recruitment process 1. Screening phone call with our People Partner 2. Technical Interview with Senior Engineering Manager 3. Interview with Engineering and Data Leads 4. Final Interview with CTO and Co-Founder Requirements Due to our hybrid working model, we are currently unable to accept applications for remote work. We will only be considering candidates based in Sydney, NSW.Show moreReport"
Commonwealth Bank3.9 ★,Chapter Lead CDAO Data Analytics Group,Sydney,"$100,995",10000+ Employees,1911,Company - Public,Banking & Lending,Finance,$5 to $10 billion (USD),"You are a curious and enthusiastic individual with a true passion for data. We are a value-driven team of analytical techsperts, who leverage data to drive business insights, deliver innovative solutions and improve customer experiences  Together we can harness the power of analytics and technology to identify solutions for our customers and communities to help build a brighter future and really make a difference. See yourself in our team: The Data Analytics Chapter Area for Group uses data and analytics to identify our customers’ needs and safely deliver insights, process improvement, customer contact journeys and innovative solutions to improve their financial wellbeing. We leverage data and innovative technology to deeply understand our customers and derive world-class insights to support commercial strategy and decision-making. We proactively uncover stakeholder needs and partner with channel, product, data and support teams to provide innovative, accurate and timely solutions to complex opportunities. Do work that matters: You work with business, technology and product stakeholders to deliver analytics, insights, control monitoring, customer journeys and customer contact decisioning that will transform how we engage with customers. On a day-to-day basis, you will: Work collaboratively with channel, operations and product stakeholders, advanced analytics and data teams Support the creation of self-service dashboards and tools that help drive decision making Embrace a continuous improvement mindset, and seek to find ways to standardise, simplify and automate business processes Using advanced business acumen, translate complex business requirements and objectives into technical solutions that help drive and support strategic commercial objectives Develop a deep understanding of the customer experience, and help to optimise this experience wherever possible We’re interested in hearing from people who have: Please note that we’re interested in hearing from people who might not meet all the following criteria. We’re open to working with the right candidate to fill any skill gaps during your journey at CommBank. Commercial experience with data exploration & analysis tools e.g. SQL, Teradata, PowerBI, Tableau, Hadoop. Extensive relevant experience in using data and analytics to drive business results, preferably in the Financial Services sector. Advanced analytical, numerate and logical reasoning skills. Extensive experience in Financial Crime, NBC, Scams and Fraud would be very highly considered Degree-level qualification in numeric or business discipline. Strong Microsoft Office skills (esp. Excel, PowerPoint). Experience in developing reports and dashboards using visualisation tools and techniques. If this sounds like you then apply today! If you're already part of the Commonwealth Bank Group (including Bankwest, x15ventures), you'll need to apply through Sidekick to submit a valid application. We’re keen to support you with the next step in your career. We're aware of some accessibility issues on this site, particularly for screen reader users. We want to make finding your dream job as easy as possible, so if you require additional support please contact HR Direct on 1800 989 696. Advertising End Date: 22/11/2023Show moreReport"
NSW Government -Customer Strategy & Technology4.1 ★,Senior Data Analyst,Sydney,"$123,361",501 to 1000 Employees,--,Government,National Services & Agencies,Government & Public Administration,Unknown / Non-Applicable,"You see the big picture, you’ve always worked on a grand scale, and now you’re ready to re-focus on grand impact. You're all about the detail and this role will allow you to drive evidence-based decision making to optimise systems and efficiency, not just for the business but for our customers too. It's data and research with impact you can see. In this role, you'll: Be working as part of a agile team building and supporting the Analytics platforms within the Customer & Systems Operations team by working within the Business Intelligence (BI) and Analytics to team to assist & deliver Reporting translating reporting business requirements into insights and reports to assist with number of systems that are required to be tested and the tight schedule involved in the project. Learn new skills in coding and potentially machine learning, as we deal with various domains from Opal, Contactless, TFNSW devices to Tolling related platforms and various other versatile and innovative projects. Facilitate and lead stakeholder engagement scaling in whatever format is required, providing clear communications to all parties and owning and driving decisions and outcomes. This is a permanent full time role based at Mc Park with flexible work options. For more information on this position and business unit, view the role description. About you Coding skills in SQL in an oracle environment and in Athena platform as well as in data bricks and python coding language will see you working with the BI & Analytics Team within the Customer Strategy and Technology Division in the Customer Systems and Operations space. Investigate queries from various divisions across the cluster while handling multidimensional tasks by utilizing AWS cloud based environment and tools across various platforms, ensuring the analytics and reporting requirements are delivered in a timely manner through optimal and sustainable solutions. Who we are Transport for NSW provides a safe, integrated, and efficient transport system. We connect people, communities and industry every day. Join us Our workforce is as diverse as the community we serve. If you’d like further information on our inclusion and diversity initiatives, visit Transport careers. We offer a wide range of employee benefits, like our award-winning flexible and hybrid work options. This role is hybrid-friendly, meaning you can mix in-person days at your team’s home base location with remote days. What are you waiting for…? Applications close: 11:59pm Thursday 16th November 2023 For more information about this role, please contact JAGADEESH.SETHURAMAN@TRANSPORT.NSW.GOV.AU. People living with disability are supported throughout the recruitment process and at work. Visit Supporting people with disability for more info or speak to your talent team member to arrange any adjustments to how you interact with us. Need some help with your application? Take a look at our application tips video series.Show moreReport"
TMGM3.2 ★,Financial Data Analyst,Sydney,"$109,545",51 to 200 Employees,--,Unknown,--,--,Unknown / Non-Applicable,"About the Company TradeMax is a leading global multi-asset financial service provider. We provide clearing and broking services with more than 30,000 tradeable products such as Forex, CFDs, equities, and bonds. We strive to streamline and simplify our processes ensuring that all our clients' needs are met efficiently. Our vision is to build a financial ecosystem that allows every participant in the world to have a better trading experience. With a great event, we’ll be part of just behind the corner, this is your chance to join the fastest-growing CFD provider in Australia, make a significant contribution to its success, and enjoy being part of something special. This is also a great opportunity to gain knowledge and experience that is impossible to obtain in other industries. If you’re looking for a fast-paced environment and an exciting opportunity, then we are the company for you. Your Role Possessing exceptional analytical and statistical skills and a deep understanding of trading strategies and financial markets, to consistently achieve outstanding results and performance targets as required by the clients. Using statistical skills to make sense of market data and identify patterns, trends, and relationships. Monitoring market trends, developing trading strategies, and executing trades across a range of financial instruments, including forex, commodities, and indices. Using statistical techniques, including Excel, MATLAB, Python, and R, to analyse market data, such as price movements, trading volumes, and market indicators, to develop trading strategies and make informed decisions. Evaluating the performance of trading strategies and make adjustments based on the data analysis results. Demonstrating great attention to detail and was able to quickly identify trading opportunities while mitigating potential risks. Implementing insights and market analysis with colleagues, contributing to the overall success of our trading team. Developing and implementing statistical models to perform risk management. Using techniques such as value-at-risk (VaR) analysis and Monte Carlo simulations to model potential scenarios and estimate the likelihood of different outcomes. Using statistical analysis of market sentiment data, such as news articles, social media posts, and economic indicators, to gauge the mood of the market and identify potential price movements. Keeping strong work ethics and collaborating with clients about products selection. Requirements At least a minimum 2 years’ full-time experience in performing the above tasks in financial service company must have a tertiary qualification in a related field Proficiency in financial modelling, data analysis etc. Strong analytical mindset with the ability to interpret complex financial data have excellent communication and influencing skillsShow moreReport"
Peoplebank4.0 ★,Data Business Analyst,Sydney,"$97,980",51 to 200 Employees,1990,Company - Private,HR Consulting,Human Resources & Staffing,$500 million to $1 billion (USD),"Location: Sydney  Job Type: Contract  Posted: 16 days ago  Contact: Lizbeth Delos Reyes  Discipline: Business Intelligence / Data Analytics  Reference: 258843  Our client is a large Education provider located in Western Sydney who are currently working on a large Data Transformation program. They are currently seeking an experience Data Business Analyst on an initial 12 month contract to assist on working as park of the Data and Information stream to work on collaborating with stakeholders to gather and prioritize business requirements. In this role, you will be responsible for creating clear documentation including BRDs, FRDs, user stories and other data related artefacts, managing stakeholder relationships and communication, working closely with cross-functional teams, ensuring quality assurance, and providing user training for effective utilisation of the data platform. About the role: Elicit, document, and prioritize business requirements, ensuring they align with the organization's strategic goals. Employ various techniques such as interviews, surveys, workshops, and observation to gather comprehensive requirements. Analyze and validate requirements for feasibility, clarity, and consistency. Ensure that documentation is easily understandable for technical and non-technical stakeholders. Create data mappings and transformations to ensure data integrity, accuracy, and consistency within the data warehouse. About you: Proven experience as a Business Analyst with a focus on data projects in the Higher Education industry Understanding of data warehouse concepts, data modeling, and ETL processes. Proficiency with data analysis tools and languages such as SQL, Excel, and data visualization tools (preferrable). Knowledge of data warehousing technologies and platforms (e.g., SQL Server, Oracle, Snowflake, AWS Redshift). Excellent communication and documentation skills For more information, please contact Lizbeth Delos Reyes and quote #258843 Diversity and inclusion are strongly supported at Peoplebank. People of all nationalities, gender identities, and cultural backgrounds, including Aboriginal and Torres Strait Islander Peoples, are encouraged to apply.Show moreReport"
NSW Government -Natural Resources Access Regulator4.1 ★,Data Analyst Software Engineer,New South Wales,"$111,694",501 to 1000 Employees,--,Government,National Services & Agencies,Government & Public Administration,Unknown / Non-Applicable,"Do you want your work to make a difference for NSW?  Together, we create thriving environments, communities and economies.   Data Analyst Software Engineer with the Natural Resources Access Regulator Permanent full time, Parramatta and various NSW locations available Clerk Grade 7/8 with salary relative to experience, and ranges from $106,025 to $117,363 + super   NRAR enforces the NSW water laws and offers guidance and education to help water users comply. We strive to be an efficient and effective regulator that celebrates and reflects the diversity of the community we serve. Working with NRAR provides a chance to make sure water is used lawfully so that all communities and the environment get a fair share.   The Data Analyst Software Engineer provides advice on software/technological/data designs, builds software/data solutions, provides statistical information and analysis to support evidence-based decision making in regulation and compliance.   About You   As our Data Analyst Software Engineer, you will provide advice and guidance to internal clients on programmatical, statistical and intelligence matters in support of the agency’s role as Natural Resources Access Regulator to enable better, faster, automated data and software for informed decision making for our customers.  You will design statistical outputs to contribute to the production of regular statistical and reporting products for public dissemination and provide data and analysis to support intelligence team performance and workflow management.  You will have experience with full stack development, design, unit test and maintenance of high volume, highly scalable software, the analyst will work extensively with SQL Server and Oracle databases, including an understanding of Time Based and SQL Database design and operation in Oracle. Proficiency in programming languages including: Python; Javascript; HTML; SQL etc.   Want to know more about us? Watch what we do via our YouTube Channel Natural Resources Access Regulator (NRAR) - YouTube   For more information read the full Role Description: Data Analyst Software Engineer   For more information hit Apply to visit the iworkfor.nsw.gov.au website.   About Us  The Department of Planning and Environment’s (DPE) vision is to create thriving environments, communities and economies for the people of New South Wales. We strive to be a high-performing, world-class public service organisation that celebrates and reflects the full diversity of the community we serve and seeks to embed Aboriginal cultural awareness and knowledge throughout the department.  The Natural Resources Access Regulator (NRAR) Act 2017 enacted by the NSW Parliament in November 2017 provides for the establishment of a new independent water regulator in NSW focused on establishing best practice water regulation underpinned by ethics, good governance and stakeholder engagement to deliver effective and reliable water regulation for the people of NSW.   To Apply  If excited by the information above, we look forward to receiving your application, including a copy of your resume and cover letter expressing your interest and suitability for the role.   DPE strongly recommends all applicants who can be safely vaccinated for COVID-19, to be so.   Appointment is subject to the satisfactory participation in mandatory pre-employment probity screening.   Applications close Sunday 19 November 2023 at 11:55PM.   Should you require further information about the role please contact Martin Stuart via martin.stuart@nrar.nsw.gov.au.   A recruitment pool may be created for ongoing and temporary opportunities of the same role or role type that may become available over the next 18 months.   Looking for more information or assistance in applying?  Our Diversity team can assist to:  provide alternative formats to apply make adjustments to the recruitment process offer information about workplace adjustments and support networks  We encourage people with disability to apply. If you have disability and require more information on adjustments and assistance to apply, contact the Diversity team on Diversity@DPIE.nsw.gov.au (please include reference number).   If you are an Aboriginal or Torres Strait Islander check out Our Mob on Country https://www.dpie.nsw.gov.au/premiers-priorities/our-mob-on-country to see the work we do and get assistance in applying.   Find us on Facebook, Instagram, and LinkedIn.Show moreReport"
Lonsec,Insights Analyst,Sydney,"$89,443",51 to 200 Employees,1995,Company - Private,Research & Development,Management & Consulting,Unknown / Non-Applicable,"About the job Established in 2002, SuperRatings is Australia’s first and most respected Superannuation research company. We exist to give Funds, members, the superannuation industry, journalists and commentators a deeper understanding of how the industry is tracking and why and how individual funds and products perform the way they do. We have the most in-depth data in the industry and we can say with confidence, there is no other provider that delivers the same depth of information that we do.  We are currently seeking an Insights Analyst to join our SuperRatings team on a Permanent, full-time basis. As a member of the SuperRatings Insights team, the role is structured to provide a range of in-depth insights to SuperRatings clients and the industry more broadly.  Responsibilities Responsibility for the coordination and delivery of in-depth analysis of SuperRatings existing data (whilst also considering opportunities for new data sets) in order to prepare reports, media releases and assist with the preparation and delivery of accumulation and pension benchmark reports on an annual basis. Specifically, in consultation with the Insights Manager, the role is expected to undertake the following:  Data Analysis and Insights: Review and synthesise data collected by SuperRatings to identify key trends across the industry in order to provide in-depth insights that can be delivered to both clients and the broader market. This may include, but is not limited to, market reviews, overall opinion and outlook, and analysis of investment structures and performance. Analyse relevant data and prepare monthly media releases for each key audience for distribution to clients and media outlets to build SuperRatings brand as a thought leader. Identify key industry trends emanating from SuperRatings data gathering to draft ‘Top 3’s’ for both the accumulation and pension benchmark reports, which are prepared on an annual basis. Support SuperRatings’ focus on driving deeper and faster insights into our data, to make it easier for our clients to engage with us and our research. Assist in the preparation and analysis of data to support any retainer activity that SuperRatings may undertake with clients. Use a variety of sources including PDS, Annual Reports, ARFI and internal data systems to deliver key reports for distribution to clients. Manage, coordinate and produce ad-hoc reports and data requests. Prepare presentations and papers to the Trustee Boards and Steering Committees in respect of our superannuation clients. Analyse data to ascertain appropriateness, testing assumptions, identifying trends and abnormalities. Investigate the impact of changes to legislation/regulation on the functioning of existing products   Communication: Be responsible for managing and prioritising own workflow and multi-tasking deliverables, including that of more junior staff, to ensure more senior members of the team have appropriate time to review prior to the final delivery to the client. Support delivery of key market trends and high-quality strategic insights to superannuation clients. Provide ideas and solutions into the overall process for each engagement and research project. Where appropriate, present the outcomes of any analysis of key trends to the broader SuperRatings clients and team to assist them in understanding the key concepts of the research undertaken. Prepare meeting papers/agendas/action items for internal and external meetings. Attend, contribute to and record key points from internal and external meetings, particularly annual rating review meetings with superannuation funds. Be aware of and communicate to other employees and to the business, opportunities for improvement in processes, practices and procedures.   Support broader business objectives: Suggest and assess the viability of potential new products in line with business growth objectives. Assist with the design and development of new products approved by the business. Assist with testing of new products/enhanced functionality to ensure they are meeting product requirements. Provide training and support to internal staff on new products and enhancements to existing products where appropriate. Research and conduct at least one internal technical training session each year. Be actively involved in team meetings and company activities. Provide appropriate support for other team members and other company employees to achieve the team business goals.   Skills and Experience: 3-5 years’ experience in the superannuation industry. Broad understanding of all areas of superannuation, encompassing compliance with relevant legislation (SIS Act, SG Act, Corporations Act and the Income Tax Legislation), Regulator views (APRA, ASIC) and market practice. Specialist knowledge and experience in a number of areas. Demonstrated high level of problem solving and analytical skills with a positive ‘can do’ attitude. Proven ability to grasp technical concepts and translate these for our clients and as part of our service offering. Excellent interpersonal skills and the ability to work effectively with a variety of people as well as build strong working relationships. Excellent communication skills, both oral and written and an ability to work under pressure. An ability to work independently and understand appropriate accountability. Strong attention to detail. Demonstration of initiative, creativity and follow-through. Strong time management and prioritisation skills to meet deadlines and coordinate responsibilities. High level of energy and enthusiasm.   Essential qualifications: An under-graduate degree in business or finance discipline. MS Word (intermediate). MS PowerPoint (intermediate). MS Excel (intermediate to advanced). MS Outlook   Highly regarded qualifications: RG146 compliant. Post graduate qualifications such as FINSIA, DFP, CIMA, MBA.   To apply - Aus Citizens & Permanent residents only If you are interested in this exciting opportunity with SuperRatings, please click apply and upload your CV. All applications are strictly confidential.Show moreReport"
Reserve Bank of Australia3.5 ★,Product Owner/Senior Data Analyst,Sydney,"$87,795",501 to 1000 Employees,--,Government,Banking & Lending,Finance,$10+ billion (USD),"Opportunity to be part of an enterprise-wide data program Develop your career in a collaborative environment Do work that makes a difference. This is an opportunity to work with the Financial Stability Department at the Reserve Bank of Australia to consolidate and accommodate new and evolving existing regulatory data which will be core to the Bank’s regulatory oversight, research and reporting functions. Working collaboratively with analyst and project teams, you will drive technical uplift in data. You will also articulate the product vision for the team and guide them in executing to that vision within establish project timeframes while being embedded in those teams. The data being collected and analysed is of a regulatory nature and you may be required to work on multiple datasets at any given time. The initial datasets will be from the Bank’s Financial Stability department. Therefore, experience in a variety of data-focussed subject matter domains and an ability to quickly learn new subject matter is a mandatory requirement for this role. You will also maintain and develop processes, tools and technology solutions that enable effective and efficient data and information management. This role will also contribute to, promote and comply with the bank-wide data management policy, guidelines and practices to support the Bank's data and information management objectives and operations. Under tech capabilities: Additional responsibilities of the role are: Deliver the business improvement changes into the business teams and support their self-service adoption of new analytical tools and capabilities. Support and implement data analysis and modelling to provide evidence-based insights that will inform policy development, evaluation and decision-making. Support good governance and contribute to inhouse training as well as support for key publications process. Make product-related decisions on key features and capabilities in line with the product vision set by senior business stakeholders. Work with the project teams and stakeholders to prioritise and plan for delivery while championing continuous improvements and incremental delivery of business value. Own and manage the Product Backlog. Serve as the liaison between the business, IT, Enterprise Data Office and external reporting entities to deliver a successful solution. Assist senior management in maintaining program-focussed relationships with external stakeholders which have interdependencies with Financial Stability data. Ensure integrity and quality of delivery that meets reporting and data analytics requirements to an agreed ‘definition of done’. As this a project-related role, there may be a requirement to work overtime, including weekends to support implementations or if a deadline needs to be met. Your team Reporting to the Manager, Enterprise Data and Analytics, you will also be embedded in the Financial Stability department and be the voice of the business. You will work closely with the Enterprise Data & Analytics team as well as key Financial Stability teams. Your background We are looking for business-focussed Senior Data Analyst/ Product Owner with substantial technical experience working in Agile teams focussing on data warehousing and data analytics contexts related to regulation and compliance. Please only apply if you have this experience. This will be a hands on role so technical experience, including some understanding of technology is highly desirable. Additionally, to be successful in this role you will possess: Experience designing, developing code/scripts that leverage structured data from multiple sources using statistical tools (e.g. R, Git) In-depth knowledge of the R programming language and associated packages (e.g. the Tidyverse) Demonstrated experience taking responsibility for meeting required outcomes with excellent attention to detail Knowledge of databases, data modelling concepts and tools (i.e. SQL) is highly desirable Developing and maintaining processes, tools and technology solutions that enable effective and efficient data and Information management. Knowledge of econometrics applied statistics or data analysis is highly desirable. Present insights from analysis and recommendations in a clear way that the business can action. Use innovative approaches to discover new insights in existing data and incorporate new data for additional insight. Experience with Metadata Management solutions, preferably Infosphere/IGC Hands-on experience with manipulating data with BI tools is desirable Ability to seek out and drive processes improvements Experience working in Agile teams Excellent stakeholder management and influencing skills Be More Working for an organisation that truly makes a difference to the people of Australia, we can offer development and career opportunities in a collaborative environment that supports your growth, wellbeing and promotes flexibility. Your individual growth and success drives the Bank forward as an organisation. Be more means you can do more, for yourself and for Australia. Why RBA? Through the pursuit of national economic policy objectives and associated activities in financial markets and banking, the RBA makes an important contribution to the Australian economy. We also issue Australia's banknotes and operates infrastructure critical to the payments system, all of which contribute to the welfare of the Australian people. Made up of specialists across a wide range of fields, our people have a critical role to play in achieving these objectives, whether directly or in a supporting capacity. As a values driven organisation, our people conduct themselves with a high degree of integrity, while striving for excellence in the work they perform and the outcomes they achieve. We encourage intelligent inquiry and we treat one another with respect, while promoting the public interest through our efforts. Your application should include a resume detailing your experience and qualifications. The Reserve Bank of Australia is an equal opportunity employer. We are committed to creating a diverse and inclusive workplace and encourage applications from experienced candidates seeking workplace flexibility. Few places give you the balance of professional challenge and a management culture that not only supports but encourages you to live a full life outside of work and be more. Application Close : November 30, 2023 .Show moreReport"
RGA4.1 ★,Premium Analyst,Sydney,"$89,512",1001 to 5000 Employees,1973,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),"Position Overview About the role  Premium Analysts in RGA Australia's Operations team are involved in all aspects of data analysis and maintenance. As a Premium Analyst you will be responsible for ensuring the accurate and timely processing of both reinsurance data files and corresponding premium payments from our clients. You will conduct premium calculations to ensure that premium payments made to RGA by our clients are as per the treaty terms.  In addition, you will be responsible for ensuring that your monthly reporting tasks to internal stakeholders are accurate and completed on time. You will engage with both RGA Australia external clients and internal stakeholders (such as the Finance and Valuation teams).  About you  We’re looking for candidates that have:  Advanced skills in Microsoft Excel Strong attention to detail Proven data analysis skills and an ability to think critically Ability to learn new systems and processes quickly Ability to work both autonomously and as part of a collaborative team Ability to work to tight deadlines   If you have experience using SQL, VBA or MS Access this will be highly advantageous. Prior experience in insurance administration and/or tertiary qualifications in Commerce, Business, Mathematics is preferred but not essential.  Why join RGA?  At RGA you will be part of high performing, yet supportive and collaborative team. We support our employees to balance their careers and personal life through hybrid working arrangements and offer a range of benefits to support physical, psychological, and financial wellbeing. At RGA we are committed to providing you with the opportunity and resources to do your best work; you will develop new skills and perform interesting and challenging work to grow your career.  We invite all interested candidates to apply, even if you meet a number of the requirements, but not all . We encourage you to let us know if you require additional support during the recruitment process, especially if you are a candidate with a disability.  At RGA, we are one team, guided by a single purpose: to make financial protection accessible to all. Company Overview   Reinsurance Group of America, Incorporated (NYSE: RGA), a Fortune 500 company, is a global industry leader specializing in life and health reinsurance and financial solutions that help clients effectively manage risk and optimize capital. With operations around the world, RGA delivers expert solutions in individual life reinsurance, individual living benefits reinsurance, group reinsurance, health reinsurance, facultative underwriting, product development, and financial solutions.  RGA has been named to Fortune magazine’s 2023 list of the World’s Most Admired Companies, an acknowledgement that reflects our legacy of innovation, dedicated client focus, community responsibility, commitment to diversity, and long-term value creation. To learn more about RGA and its businesses, visit www.rgare.com.   RGA’s Commitment to Diversity, Equity, and Inclusion   RGA is an equal-opportunity employer. We are committed to a work environment that supports, inspires, and respects all individuals, regardless of their race, religion, gender, gender identity, sexual orientation, marital status, age, disability, national or ethnic origin, or any other protected characteristic.  We have a culture where individuals are valued, feel a sense of belonging, and are respected for their differences; a workplace where all employees are encouraged and supported to reach their full potential.  Our individual, social, economic, and cultural identities shape and influence our experiences and perspectives. Therefore, to do our best work, RGA will ensure diversity in our workforce across the various dimensions of social, interpersonal, and cultural identity – and by practicing inclusivity in how we work with one another. Inclusion in our workplace is a step towards our purpose to make financial protection accessible to all.  Job Reference: AU00483Show moreReport"
King Living3.5 ★,Finance Analyst - Inventory / Inventory Controller,Sydney,"$83,910",501 to 1000 Employees,1977,Company - Private,Home Furniture & Housewares Stores,Retail & Wholesale,Unknown / Non-Applicable,"Established Australian designer and manufacturer of furniture Collaborative & inclusive working environment based in Turrella Global business with growth opportunities   Since 1977, King Living has pioneered quality Australian design, continually pushing the boundaries of what furniture can achieve. Designed to adapt to our changing lives and last for generations, our furniture marries the power of innovation with traditional handcrafted methods.  King Living has expanded from a homegrown business into a global brand. A family owned and run Australian company headquartered from our Support Centre in Sydney, our Showrooms and manufacturing centres span Australia, New Zealand, United Kingdom, Canada, Singapore, Malaysia, China, and Thailand.  At King Living, we are dedicated to creating simplicity and balance in both our living spaces and our work environment. We take pride in our past accomplishments and are thrilled by the possibilities of the future.  The Opportunity   The Finance Analyst - / Inventory Controller is responsible for performing inventory transactions and analysis on the Cost of Goods Sold and overall inventory accuracy of King Living global entities.  The role is the key reference of various stake holders regarding cost of finished goods and inventory valuation. This role will also be actively involved in projects that refine inventory process of King entities.  The Role: Complete monthly payables reconciliations and analyse billing variances of our production plants abroad Maintain YTD Invoice list and weekly EDI process for global King entities. Control the financial processes of the inventory management to ensure accurate, timely and reconciled stock on hand and goods in transit. Support global stocktake process and complete financial processes for stocktake as well as variance analysis. Complete month end closing process for inventory related accounts including COGS, and relevant Balance Sheet reconciliation. Ensure manual adjustment on Stock is completed timely in SAP e.g. obsolete stock write-off and stock revaluation. Support all inventory analysis e.g. stock valuation by warehouse, stock aging and stock obsoletion provision. Assist the Financial Accounting Team with statutory Audit process on inventory and COGS for global King entities. Assist with the Budgeting and Forecasting process for inventory financials. Support system testing in SAP for inventory related projects. Perform cost accounting model analysis and system testing on the SAP roll out at King’s production sites. Document and train the wider finance team on cost accounting logics and system features. Be the reference for cost accounting topic for both King’s entities.   About You: Accounting qualifications preferred (Bachelor’s degree) Professionally qualified or close to qualification Recent experience in manufacturing environment with solid accounting knowledge e.g. Finished Goods, COGS and Ocean Freight, etc. Intermediate to advanced Excel skills as well as a sound knowledge of Microsoft Office. Experience with SAP Experience with SAP or other ERP system Exceptional communication skills, both written & verbal Knowledge of SQL and data reporting tool (TM1) is a plus   King Living Benefits and Our Offer to You Career development and ongoing product training Supportive and friendly team environment with a true family feel Generous employee, family, and friends ‘product discounts Discounted health insurance, retail brands and vouchers Paid Parental leave. Australian owned company with a growing global footprint EAP to support your ongoing health and wellbeing.   King Living is an equal opportunity employer, all applicants will be considered regardless of your race, sexuality, religion, colour, gender identity or parental status.  To be considered for this role you must be an Australian Citizen or Permanent Resident with full working rights to work and live in Australia.Show moreReport"
